"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0.1658,0,0,0.0933,0,0,0,0,0.0891,0,0,0,0,0.0974,0,0,0,0,0,0,0,0,0,0,0,0.0972,0,0,0,0.1197
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954,0,0,0.2032,0,0,0,0.2477,0,0.2409,0,0,0,0,0,0.1669
"E_EnerLev",0,0.0466,0,0,0,0,0,0,0,0,0,0,0,0.1233,0.1464,0,0,0,0,0.1138,0.0983,0,0.1084,0.0726,0,0,0,0,0.1338,0,0,0,0,0
"A_Cmpn",0.0583,0.0387,0,0,0.1088,0,0,0.0556,0,0,0,0.0958,0.0537,0,0,0,0,0,0.0452,0,0.1033,0,0.1046,0.0534,0,0,0,0.0892,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0.1226,0,0.1497,0,0,0,0,0.047,0,0.1179,0.104,0.0988,0,0,0,0.0682,0,0,0,0.1115,0,0,0
"A_Trust",0,0,0,0,0.1175,0,0,0,0,0,0,0,0,0,0,0,0.0887,0.0663,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0.3179,0,0,0,0,0,0,0.3743,0,0,0,0,0.3299,0,0,0,0,0,0,0.1574,0,0,0,0,0.2813,0,0,0,0,0.2107
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1169,0,0,0,0,0,0,0,0.4035,0
"C_Rspnbl",0.0581,0,0,0.0893,0,0.0866,0,0,0,0.0482,0.0917,0,0,0,0,0,0,0,0.0409,0.0846,0,0.0808,0.0874,0,0,0.093,0,0.0936,0,0.0606,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0.1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1158,0,0,0,0,0,0,0
"N_Depr",0.0577,0,0,0.0978,0,0,0.058,0,0,0,0,0,0.0573,0,0,0,0,0,0.046,0,0,0,0.0947,0,0.0613,0,0,0.1125,0,0,0,0.1088,0,0
"N_EmoVol",0.053,0,0.0931,0,0,0.0811,0.0588,0.0492,0,0,0,0,0,0,0.0936,0,0,0,0,0,0.0863,0,0.0803,0.0481,0.051,0,0,0.0952,0.1044,0,0,0.094,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0.1215,0,0,0,0
"O_AesSens",0.0735,0,0,0,0.174,0,0,0,0.0984,0.0716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1324,0,0.1336,0,0,0
"O_CrtvImag",0,0,0,0,0,0.0981,0.0643,0,0,0,0.0992,0,0,0,0,0.2069,0,0,0,0,0,0,0,0.0568,0,0,0,0.1184,0.1111,0,0,0.1195,0,0
"angry",0,0.0524,0.1374,0,0.1897,0,0.1007,0.0718,0.1139,0,0,0.1312,0,0.1814,0.1425,0,0,0,0,0,0.1835,0,0.1843,0,0,0,0.0843,0,0,0,0,0.1242,0,0.1348
"sick",0,0,0.0582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569,0.0529,0,0,0,0,0,0,0,0,0,0.0639,0.1225,0
