"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847,-0.2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1611,-0.3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1875,0,0,0,0,0,0,0,0,-0.4067,0,0,0,0,-0.1949,0,0,0,0.1674,0,0,-0.2358,0,0,0,0,0,0,0,0,0,0,-0.3954
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.2353,0,0,0.2473,0,0,0,0,0,0,0,0,0,0,0.2083,-0.3125,0,0,0.0593,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152,0,0,0,0,0,-0.1314,0,0,0,0,0,0,0,0,0,0,-0.3471
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1165,0,0,0,0,0.2623,0,0,0,0,0
"C_Prdctv",0,0,0.2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1304,0,-0.25,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,-0.1662,-0.3054,0,0,0,0,0,-0.1976,0,0,0,0,0,0,0,0,-0.1777,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.161,0,0,0,0,0,0.2041,0,0,0,0,0,0,0,0,0,0,0,0.2512,0,0,-0.0774,0,0,0.3581,0,0,-0.2483,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1874,0,0,0,0,0,0,0,0,0.1865,0,0,0.2631,0,0,0
"N_EmoVol",0,0,-0.1905,0,0.204,0,0,0,0,0,0,0,-0.2121,0,0,0,0,0,0,0.2281,0,-0.2571,0,0,0,0,0,0,-0.1187,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0.2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,0,0,0,0
"O_AesSens",-0.1917,0,0,0,0,-0.1672,-0.2431,0,0,0,0,0,0,0,0,0,0,0,-0.3519,0,0,0,0,0,0,0,0,0,0,0,0.1656,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0.2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3259,0,0,0,0,0.0712
"sick",0,0,0,0,0,0.182,0,0.2895,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3563,0,0,0,0,0,0,0,0,0,0,0.2757,0
