"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0.1382,0,0,0,0,0,0,0,0,0,0,0,0,0.1772,0.0955,0,0,0,0,0,0.0923,0,0,0,0,0,0,0,0.1417,0.277,0
"E_Assert",0,0,0,0,0.153,0,0,0,0.103,0,0,0.1325,0.234,0.0719,0,0,0,0.1023,0.1129,0,0.1296,0.1693,0.1272,0,0.0898,0,0,0.0853,0,0.127,0,0.0982,0,0
"E_EnerLev",0.1365,0,0,0.1719,0,0.2217,0.1316,0.1591,0,0.1683,0,0,0,0,0.1836,0,0.2848,0.1209,0.174,0.1629,0,0,0,0,0,0,0,0,0.1868,0.2488,0,0,0.4212,0
"A_Cmpn",0,0.1211,0,0,0.157,0,0,0.0791,0,0,0,0,0,0,0,0,0,0.0636,0,0,0.1061,0,0,0,0,0,0.0932,0,0.0743,0.0996,0.0561,0,0.2041,0
"A_Rspct",0,0,0,0,0,0,0,0,0.6594,2.7436,0,0.4617,0,0,0,3.5707,0,0,0,1.2167,0,0.7699,0,0,0,0,0,0,0,0,0.5363,0,1.4213,0
"A_Trust",0,0,0,0,0,0,0,0.0808,0,0,0,0,0.0964,0,0.0973,0,0,0,0,0,0,0,0.092,0,0,0.094,0,0,0,0.0978,0,0,0,0
"C_Org",0.1055,0,0,0,0.1674,0,0,0,0,0,0,0,0.1527,0,0.1316,0,0.1587,0.1046,0,0,0,0,0.1423,0.121,0,0,0,0,0,0,0,0.1358,0,0.187
"C_Prdctv",0.1071,0,0,0,0,0,0,0,0,0.1478,0,0.1803,0,0,0.1482,0,0,0,0.1541,0.1126,0,0,0,0,0.1156,0.1524,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0.1019,0,0,0,0.0857,0,0,0.0654,0,0.1096,0.061,0,0,0,0,0,0,0,0,0.1066,0,0,0.0955,0,0,0,0,0,0,0,0
"N_Anxty",0.0617,0.075,0.0419,0.1102,0.1211,0.1072,0,0,0,0,0.1181,0.0663,0.0639,0.0554,0.1263,0.2854,0,0.0366,0.1591,0.0878,0.1406,0.1058,0.0702,0.0639,0,0.0441,0.0762,0.0549,0.0636,0.1173,0,0.0639,0.2048,0.0971
"N_Depr",0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0.2799,0,0,0.1381,0,0,0,0,0,0,0,0,0.1049,0,0,0,0,0,0
"N_EmoVol",0,0.1565,0.1039,0.1541,0,0,0,0.1284,0,0.1533,0,0,0,0,0.1139,0,0,0.0903,0,0,0.1412,0,0.1227,0,0,0,0,0.0873,0.1097,0,0.0989,0,0,0
"O_IntCur",0.0713,0.1867,0,0.1085,0.1421,0,0,0,0,0,0,0.0926,0,0.0516,0.0916,0,0,0.0679,0,0,0,0.1373,0.0968,0.0817,0.0975,0.087,0.1207,0.0794,0,0.1185,0.0686,0.0861,0,0.1217
"O_AesSens",0.1922,0,0.3112,0,0,0,0,0,0.2139,0,0,0,0,0,0.4457,0,0,0,0,0.2246,0,0,0,0,0,0,0.2909,0,0,0,0.2044,0,0,0
"O_CrtvImag",0,0,0,1.8756,0,1.6656,0,0,0,0,0,0,0,3.9944,0,0,0,0,0,0,0,1.7049,0,0,0,0,0,0,1.3708,0,0,0.965,0,0
"angry",0,0,0,0.0923,0,0,0,0.0822,0,0,0,0.0831,0.1073,0,0.102,0,0,0,0,0,0,0.1275,0,0.0753,0,0,0,0,0.0712,0,0,0,0,0.121
"sick",0.0692,0,0.1005,0.1158,0.2285,0,0,0,0.0904,0,0,0.0736,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0.0641,0,0.2326,0
