"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0.0513,0,0.1285,0.1683,0.2092,0,0,0,0.1078,0,0,0.0933,0,0.0757,0,0.1996,0,0,0,0,0.1804,0,0,0,0,0.0717,0,0
"E_Assert",0,0,0,0,0,0.4812,0,0,0.3003,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0.0968,0,0,0.1312,0,0,0,0,0,0,0,0.2047,0,0,0,0.1265,0,0,0,0,0,0,0,0.088,0,0,0.0608,0,0
"A_Rspct",0,0,0.0889,0,0,0,0,0,0.1551,0,0,0,0.1174,0,0,0.5157,0,0,0,0,0,0.229,0,0,0.107,0,0,0.1837,0,0,0,0,0,0
"A_Trust",0,0.1799,0.0759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1121,0,0,0.1741,0,0.1264,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0.3272,0,0,0,0,0,0.5856,0,0,0,0,0,0.3751,0,0.1101,0.2115,0,0.3925,0,0,0,0.1932,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.1131,0,0,0,0,0,0,0,0.2731,0
"C_Rspnbl",0,0.0881,0,0,0,0,0,0,0,0,0.1372,0,0,0.0595,0,0,0,0,0,0,0.1199,0,0.0943,0,0,0.1105,0,0,0.0763,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0.0584,0.0612,0,0,0,0,0,0,0,0,0,0,0,0,0.1623,0,0,0,0,0,0,0
"N_Depr",0,0,0,0.0977,0,0,0,0,0,0,0,0.0594,0,0,0.0459,0,0,0.0559,0.0542,0,0.0879,0,0,0,0,0,0,0.1022,0,0.0429,0,0.0514,0,0.0949
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1074,0,0,0,0,0,0.1173,0,0,0,0.1181,0,0,0,0,0
"O_IntCur",0,0,0,0.2353,0,0,0,0.1389,0,0,0,0.1317,0,0,0,0,0,0.148,0,0.1093,0,0.2507,0.1616,0,0,0.2021,0,0.2382,0,0.1233,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0.0993,0,0,0,0.2546,0,0,0.0982,0,0.2723,0.158,0,0,0.192,0,0,0,0,0.1052,0.0923,0,0.2569
"O_CrtvImag",0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3183,0,0,0,0.2767,0,0,0,0,0,0,0,0,0,0,0.138,0,0.2978
"angry",0.0835,0,0,0,0.2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0956,0,0.0844,0,0.1508,0,0,0,0,0.0715,0,0.1445
"sick",0,0.05,0,0.1103,0,0,0,0.0648,0,0,0,0,0,0,0,0,0.1447,0.0566,0.0513,0,0.0898,0,0,0,0,0,0,0.098,0,0,0,0,0.1834,0
