"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0.2615,0,0.2614,0,0,0,0.1296,0.1791,0,0,0,0,0,0,0,0,0.1093,0.284,0,0,0,0,0.1293,0,0,0,0,0,0,0,0.226,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1581,0,0.1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0.1171,0,0,0,0,0,0,0,0,0,0.2299,0,0,0,0,0.1512,0,0.1279,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0.0665,0.1193,0,0,0,0.0607,0,0.0623,0,0.0829,0.1009,0,0,0,0.099,0.1907,0,0.0494,0,0,0.1078,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0.0883,0,0,0.0998,0,0,0.1145,0,0,0,0,0.0755,0,0,0,0.0769,0,0,0,0,0,0.119,0,0,0,0,0,0
"A_Trust",0.0826,0,0.0965,0,0.0983,0,0,0,0,0,0.1202,0,0,0,0,0,0.183,0,0,0,0,0,0.0913,0.1022,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.0868,0,0,0,0,0,0.0856,0,0.0715,0.1005,0,0,0.1635,0,0.0547,0,0,0,0,0,0.0544,0,0,0,0,0,0,0.0742,0,0,0.1022
"C_Prdctv",0,0,0,0,0,0,0.1223,0,0,0,0.1848,0,0,0,0,0.3529,0.2836,0,0,0,0,0,0,0,0.1208,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0.2978,0,0,0.1637,0,0,0,0,0,0.1628,0,0,0,0,0,0.2139,0,0,0,0,0,0,0,0
"N_Anxty",0.0582,0,0.0862,0.109,0,0,0,0,0.0896,0,0,0,0.1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1148,0,0,0,0.1111,0,0,0.1658
"N_Depr",0,0,0,0,0,0,0,0,0.8161,0,0,0,0,0,0,0,0,0,0,0,0,0.2467,0,0,0,0,0,0.3209,0,0,0,0,0.8663,0
"N_EmoVol",0,0,0,0,0,0.0779,0,0.0739,0.1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813,0,0.0982,0,0.1203,0,0.1038,0,0,0
"O_IntCur",0,0,0,0,0,0.0738,0,0,0,0,0,0.1023,0,0,0,0,0.1533,0,0,0,0,0,0,0,0,0,0,0,0,0.1654,0,0,0,0.1506
"O_AesSens",0,0,0.1299,0,0,0,0,0,0,0,0,0,0.1247,0,0.1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1309,0.1551,0,0
"O_CrtvImag",0,0.146,0,0,0,0.0818,0,0,0,0,0,0.1098,0,0.1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1433,0,0
"angry",0.0354,0,0.0718,0.0946,0,0,0,0,0,0,0.0824,0,0,0,0,0,0,0,0,0,0.0629,0.0744,0,0.0615,0,0,0,0,0.0741,0.0621,0,0,0.1391,0.0657
"sick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1579,0
