"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0.1258,0.0949,0,0,0,0,0,0,0.108,0,0,0.4988,0.124,0.1063,0,0,0,0,0,0,0,0.2594,0,0,0,0,0,0.2338,0.5185
"E_Assert",0,0,0,0,0,0.1138,0,0,0,0,0,0,0,0,0,0,0,0,0.1073,0.0436,0,0,0,0,0,0,0,0,0,0.1064,0,0,0,0.4977
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.3439,0,0,0,0,0,0,0,0.1031,0,0.5088,0,0,0,0,0,0,0,0,0,0.171,0,0
"A_Cmpn",0,0,0,0,0.2515,0,0.0979,0,0,0,0.3971,0.1835,0.1231,0.1161,0,0,0,0.1218,0,0,0.1012,0.2357,0,0.1089,0.1027,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302,0,0.1478,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0.1497,0,0,0,0.0865,0,0,0,0,0,0,0,0,0.0966,0.0922,0,0.0765,0.1594,0.1022,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0.0465,0,0,0,0,0.0718,0,0,0,0,0.1124,0,0,0,0,0.1051,0.0989,0.0493,0,0,0,0.0896,0,0.1057,0,0.3653,0,0,0,0,0,0.4685
"C_Prdctv",0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1157,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0.1066,0,0.0437,0,0,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,0,0,0,0,0,0,0,0.1017,0,0,0,0,0,0,0,0.5153
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0.0747,0,0,0.0301,0,0,0,0,0,0,0,0,0,0,0,0.0969,0,0,0,0,0,0,0
"N_Depr",0,0,0.019,0,0,0,0,0,0,0,0,0,0.0524,0,0,0,0,0,0,0,0,0,0,0.0356,0,0,0,0.1475,0,0,0.0341,0,0.0997,0.1818
"N_EmoVol",0,0,0,0.0705,0,0,0,0,0.0768,0.2564,0,0,0,0,0,0,0,0.0883,0,0,0.072,0,0,0,0,0,0,0.3062,0.1203,0.0801,0,0,0,0
"O_IntCur",0.106,0,0,0,0,0,0,0,0,0,0.3924,0,0,0,0,0,0,0.0985,0,0,0.0799,0,0,0,0.0668,0,0,0,0,0.101,0,0.0606,0.2623,0.4693
"O_AesSens",0,0,0,0,0.1793,0,0,0,0,0.2951,0,0,0.1023,0,0,0,0,0,0,0,0.0893,0,0.1217,0,0.076,0,0.248,0,0,0,0.0827,0,0,0.4911
"O_CrtvImag",0,0,0,0,0.2573,0,0,0,0,0,0.4512,0,0,0,0,0,0,0,0,0.0667,0,0,0,0,0.1032,0,0,0,0,0,0.1239,0.0994,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201,0,0,0,0.0363,0,0,0,0.0196,0,0.0642,0,0.0186,0,0,0,0.0964
"sick",0.0048,0,0.0037,0.0111,0.0103,0.0049,0.0041,0,0,0.0378,0.0234,0,0,0.0094,0.0033,0,0.0216,0.007,0.0076,0,0.0043,0,0,0.0125,0.0044,0.0113,0.0308,0.0245,0,0.006,0.0061,0.0077,0.0216,0.0184
