"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,-0.2325,0,-0.2931,0,0,0,0.3785,-0.1944,0,0,0,0,0,0,0,0,0.0127,-0.5096,0,0,0,0,-0.5751,0,0,0,0,0,0,0,-0.3563,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5504,0,-0.0612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,-0.2102,0,0,0,0,0,0,0,0,0,0.7758,0,0,0,0,-0.0542,0,-0.5075,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0.3488,0.4824,0,0,0,-0.4109,0,-0.2747,0,0.1416,-0.6523,0,0,0,0.4406,0.3615,0,0.1883,0,0,-0.1149,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,-0.2512,0,0,0.3476,0,0,-0.1461,0,0,0,0,-0.7273,0,0,0,0.1421,0,0,0,0,0,0.2268,0,0,0,0,0,0
"A_Trust",0.0177,0,-0.5335,0,-0.639,0,0,0,0,0,0.1832,0,0,0,0,0,-0.474,0,0,0,0,0,0.0329,0.7394,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.4694,0,0,0,0,0,0.6516,0,0.4684,-0.414,0,0,-0.3099,0,-0.7886,0,0,0,0,0,-0.1024,0,0,0,0,0,0,0.2983,0,0,0.6571
"C_Prdctv",0,0,0,0,0,0,0.3904,0,0,0,-0.4994,0,0,0,0,0.2272,0.1484,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,-1.2943,0,0,-0.6944,0,0,0,0,0,-0.4736,0,0,0,0,0,-0.2572,0,0,0,0,0,0,0,0
"N_Anxty",-0.2736,0,0.2705,-0.4164,0,0,0,0,-0.2296,0,0,0,0.4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1873,0,0,0,-0.3494,0,0,-0.2893
"N_Depr",0,0,0,0,0,0,0,0,1.9354,0,0,0,0,0,0,0,0,0,0,0,0,0.7095,0,0,0,0,0,-0.2179,0,0,0,0,1.2621,0
"N_EmoVol",0,0,0,0,0,-0.3647,0,-0.6168,0.5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5298,0,0.3489,0,0.0396,0,0.29,0,0,0
"O_IntCur",0,0,0,0,0,0.2627,0,0,0,0,0,0.2883,0,0,0,0,0.2296,0,0,0,0,0,0,0,0,0,0,0,0,0.0649,0,0,0,0.2331
"O_AesSens",0,0,-0.6679,0,0,0,0,0,0,0,0,0,0.3615,0,-0.2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2385,-0.4323,0,0
"O_CrtvImag",0,-0.6324,0,0,0,0.5395,0,0,0,0,0,-0.5706,0,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703,0,0
"angry",0.6347,0,0.4982,-0.3252,0,0,0,0,0,0,0.1486,0,0,0,0,0,0,0,0,0,0.4029,1.0511,0,-0.3866,0,0,0,0,0.3284,0.1953,0,0,-0.6327,0.0723
"sick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317,0
