"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,-0.0415,-0.0212,-0.168,-0.2324,0,-0.1708,0,0,0,0,0,0.0789,-0.3501,0,0.2654,0,-0.125,0,0,0,-0.106,-0.3445,0,0,0,-0.3839,0,-0.4684,-0.0899,0,-0.1175
"E_Assert",0,0,0,-0.3797,0,-0.1327,0,0,-0.5515,-0.3617,2.1556,0,0,0,-0.6026,0.2786,-0.4777,-0.7774,0.3556,0,0,0,0,0,-0.0505,-0.5721,0,0,0,-0.5518,0,0,0,0
"E_EnerLev",0.3318,0.1242,0,-0.2592,0,0,0,0,0,0,0,-0.1539,0,0.3131,0,0,0.2684,0,0,0.4064,0.1389,-0.1927,0,0.2821,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0.1998,0,0,0,0,0.5373,-0.0283,0.8219,-0.0955,0,-0.167,0.4263,-0.2335,0,0,0,0,0,-0.2012,-0.547,-0.3793,0,0.1219,-0.3164,0.766,0.2457,-0.2222,0,0.4167,0.2096,0,0,0,0
"A_Rspct",0.3561,0.2774,0,0,0,0,0,0,0.5133,0.1479,0,0,0,0,-0.1571,0,0,0,0.2139,0,0,0.1785,0,0.1595,0,0,0,0,0,0.1482,-0.1021,0.2298,0,0
"A_Trust",0,0,0.2505,0,0,0,0.3228,0,0,0,0,0,0,0,0,0.1984,-0.0445,0,0,0,0,0,-0.1628,0,-0.2669,0,0,0,0.1556,0.3476,0,0,0,0
"C_Org",0,0.2621,-0.5146,0,0.1914,0,0,0.3546,0,0,0,0.6053,0,0.1242,0,0,-1.0008,0,-0.295,-0.3309,0.7475,0,0,0.5165,0,-0.0662,0,-0.5458,0,0,-0.4124,0,0,0
"C_Prdctv",0,0,0.3435,0,0,-0.4357,0,0,0.2213,0,0,0,0.3636,0,0,0,0,0.1569,0,0,0,0,0,0,-0.4375,0,0.124,0.1441,0,0,0,0,0.1311,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1816,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0.2179,0,-0.3059,0,0,0,0,0,0,0,0,0,0,0.1798,0.3133,0,0,0,0,0,0,0
"N_Depr",1.8898,-4.6253,-2.2425,0,0,0,0,1.5112,0,0,0,0,0,-1.5214,0,0,-4.9562,-2.4604,1.2344,0,2.9719,0,0,3.3224,0,0.4794,-1.257,-1.0468,-3.884,0,0,0,4.247,0
"N_EmoVol",-0.1588,0.3976,0,0,0,0,0,0,0,0,-0.1265,0,-0.1266,-0.4118,0,0,0,0,0,0,0,0,0,-0.1968,0,0,0,0,-0.2969,0,0,0.1197,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3522,0,0,0,0,0,0,0,0,0,0,0.2369,0,0,0,0,0.046,0,0,0,0
"O_AesSens",0,0,0,0.4406,0.2632,0,0,0,-0.1434,0,0,0,0.4694,0,0,0,0,0,0,-0.2486,0,0.565,0.2441,-0.1111,0.2066,-0.4135,0,0,0,-0.4441,0.325,0,0,0.2399
"O_CrtvImag",0,0,0,0,0,0,0,0,0.2966,0,0,0.295,0.1581,0.3457,0,0,0,0,0,0,0,-0.2002,0,0,0,0,0,0.2682,0,0,0,-0.2655,0,0
"angry",0,0.5536,0,0.3861,0,0,1.2297,0,0,0,0,-0.132,-0.1012,-0.3493,0,-0.6638,0,0,0.3373,0.1132,0,0,0,0.3812,0,0,0,0,0,0,0,0,0.2404,-0.3842
"sick",0.2667,-0.3191,-0.0943,0,0.3502,0,-0.6683,0.669,-0.0518,0,0.0791,0.2639,0.0344,-0.1729,0.2975,0,-0.4144,0.121,-0.4554,-0.0628,0,0.0461,-0.0758,0.2836,-0.0291,0.09,-0.0537,-0.4415,-0.4119,-0.2507,0,0.3653,0.1473,1.145
