"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,-0.2518,0,0.0434,0,0,-0.3071,-0.5877,0,0,0.1745,0,-0.2713,0,0,0,-0.356,0.2379,0.3323,0,0,0,-0.4713,0,0,0,-0.2935,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.4038,0,0,0,0.6763,0,0,0.556,0,0,0,0,0.3346,0,0,0,0,0.2223,0,0,0.1921,-0.3054,0,0.2144,0,0,0,0
"E_EnerLev",0,0,0,-0.2814,-0.3204,-0.4955,-0.204,0,0,0,0,0,0,0,0,0,0,0,0,0.1868,0,0,0,-0.2431,0,0,0,0,0,0,0,0,0,0.2796
"A_Cmpn",0,0,-0.4587,0,-0.4905,1.1104,0,0.5592,0,0.8697,0,0.6981,0,0,-0.2245,0,-0.5586,0,0.5366,-0.1218,-0.3558,0,0,0.2061,0.9744,0,0,0,0,-0.2127,0,0,0,0
"A_Rspct",0,0,0.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3651,-0.5473,0,0,0.2956,0.156,0,-0.1872,-0.2463,0,0,0,0,-0.1996,-0.207,0,0,0
"A_Trust",0,-0.4471,0.5663,-1.0028,0,0,0,0,0.0137,0,0.5343,0,0.3475,0.0966,-0.6746,0,0,-0.2986,0.4163,0,0,0,0.6919,0.2324,0,0,0,0,0.9472,0,0,0,0.3866,0
"C_Org",0,0,0,0,-1.096,0.9552,0,0,2.2389,2.0158,0,0,-0.5837,0,0,0,0.8622,0,-0.4165,-0.7875,0,0,0,-0.0325,0,0,0,0,0,0,-0.8317,0,0,-1.3883
"C_Prdctv",0,0,0,0,0.2112,0,0,0,0,0,0,0,0.3392,0,0,0,0,0,0,0,0.2072,-0.2808,0.1616,0,0.2254,0,0,0,0,0,0.21,-0.3095,0,0
"C_Rspnbl",0.6237,0.6357,0,0,0,0,0,0,0,1.4291,0,0,0,-0.1285,0,0,0,0,0,-0.0371,0,0,0,0,0,0.2617,0,0,0,0,0,0,0,-0.4538
"N_Anxty",0,0,0,0,0,0,-6.7241,0,1.6712,0,0,0,-5.1023,7.4284,0,5.6422,0,0,0,0,0,0,0,0,0,-1.7911,1.4682,0,0,0,0,0,0,0
"N_Depr",0,-0.3869,0,0,0,-0.5293,0.23,0,0,0,0,0,0,0,0,0,0.3896,0,0,0,0,0,0,0,0,0,0,-0.0844,0,0,-0.3353,0,0,0
"N_EmoVol",0,0,0,-0.4017,0,0,0,0,0,0.2012,0,0,0,0,0,0,0,0,0,-0.2342,0,0,0,0,0,0.3556,0,0,0.3683,0,0,0,0,0
"O_IntCur",0,0,0,-0.3582,0,0,0.4864,0,0,0,0,0.001,0,0,0.3928,0,0,0,0.4192,0,0,0,0,-0.2241,0,0,0,0,0,0.2056,0,0.1666,0,0
"O_AesSens",0.0079,0,0,1.0085,0.2486,0.5598,-0.7478,0,0.0695,0.2556,0,-0.5247,-0.5991,0,0.1194,0,-1.106,0.7985,-0.2465,-0.3387,-0.7689,-0.5892,0,-0.2748,0,0.4374,0.151,0,-0.2854,-0.0665,0.2989,0.351,0,0.6598
"O_CrtvImag",-0.11,0,0,-0.7463,-0.4586,0.0727,0.4537,-0.2241,-0.7555,-0.6556,0.4183,0.4307,-0.1943,0.3392,0,0,1.4363,-0.154,0.5445,0.4826,0.2545,-0.1965,-0.2543,-0.9662,0.8776,-0.0738,-0.5001,0,0.5814,-0.7311,0.3556,-0.1334,1.2083,-0.8857
"angry",-0.4898,0.2379,-0.2391,0.8012,0,0,0,0.0584,0.1577,0,0,0,-0.3759,0,-0.5252,0,0,0.1339,-0.1599,0.4541,0,0.3085,0,0.2004,-0.2909,0,-0.32,0,-0.4373,0,0.0443,-0.1299,0,1.0054
"sick",-0.1884,0,0.3031,0.1611,0,0,0,0,0,0.2757,0.3898,-0.2018,0,0,0,0,0,0,0,0,0,0,0,0.1378,-0.221,0,0,0,0,0.2331,0,0,0.2721,0
