"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0.1072,0.0841,0,0.1252,0,0,0,0,0,0.1643,0.133,0,0,0,0,0.0951,0.114,0,0,0.166,0.1266,0,0.1155,0,0.1223,0,0.1365,0,0,0,0.2625,0
"E_Assert",0,0,0.1118,0,0.1711,0.1261,0,0.0967,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0.0945,0.1155,0.1396,0.0968,0.1399,0,0,0,0,0.249,0
"E_EnerLev",0,0,0,0,0,0,0.0836,0.0846,0,0.0845,0,0,0,0,0,0,0,0,0,0.0935,0,0,0.1045,0.0902,0.0941,0,0,0.108,0,0,0,0.0973,0.197,0
"A_Cmpn",0,0.192,0,0,0,0,0,0,0.231,0.1365,0,0.2489,0,0.1797,0.1968,0,0,0,0,0.1589,0.095,0.2168,0,0,0.1404,0,0,0,0,0,0,0,0.3857,0.1804
"A_Rspct",0.0286,0,0,0,0,0.0225,0,0.0201,0,0.0315,0.0302,0,0.0294,0,0.0288,0,0,0.026,0,0.0199,0,0.0324,0,0.0193,0.0267,0.0273,0,0,0.0309,0,0.0155,0.0237,0.0367,0.0297
"A_Trust",0,0,0.1323,0,0,0,0,0,0.2622,0,0,0,0.2558,0.18,0,0,0,0,0,0,0.0841,0,0.176,0,0,0,0,0,0,0,0,0,0,0.1646
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1222,0,0,0,0,0.1571,0,0,0,0,0
"C_Prdctv",0.1002,0,0,0,0,0,0,0,0.1923,0,0,0,0,0,0.1388,0,0,0,0,0,0,0,0,0,0.1056,0,0,0,0,0,0,0,0,0.1323
"C_Rspnbl",0,0.1327,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0.0849,0.1166,0,0,0.1196,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1423,0.1014,0,0.1748,0,0.1514,0,0,0,0,0,0,0.0897,0,0,0,0,0,0,0,0.1509,0.0965,0,0,0.198,0,0,0,0.1205
"N_Depr",0,0,0.106,0,0,0.1187,0,0.0888,0,0,0,0.1783,0,0,0.1051,0,0.114,0,0,0,0,0,0,0,0,0,0,0.1388,0,0.1691,0,0,0,0
"N_EmoVol",0,0,0,0.0064,0.0158,0.0116,0,0.009,0,0.0116,0.0164,0,0.0098,0.0106,0.0113,0,0.0158,0.0104,0.0109,0.0124,0,0.0181,0,0.0098,0,0.0179,0,0,0.024,0,0,0.0133,0,0.0157
"O_IntCur",0.0767,0,0,0,0.1257,0,0,0,0.1521,0,0,0,0,0.1139,0,0.3076,0,0,0,0,0,0,0,0,0,0,0,0.1287,0,0.1232,0.0942,0,0.2135,0
"O_AesSens",0,0.1136,0,0.0796,0,0.1642,0,0,0,0.1004,0,0.2018,0,0,0,0,0.1834,0.1042,0,0.1411,0.069,0,0,0.0982,0,0,0,0,0,0,0.1106,0,0.2102,0
"O_CrtvImag",0.1384,0,0.1134,0,0.1753,0,0,0,0.1464,0,0,0,0,0,0,0,0,0,0,0.1012,0,0.199,0,0,0,0.1754,0,0,0,0,0,0.1517,0,0
"angry",0,0,0,0,0,0,0,0.0786,0,0,0,0,0,0.0815,0,0,0,0,0,0,0,0,0,0,0,0.1293,0.0731,0,0.14,0,0,0.1062,0,0.1132
"sick",0,0,0,0,0,0.0551,0,0,0,0.0386,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0,0,0,0.1076,0
