"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3074,0,0,0.2583,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,-0.2626,0,0,0,0,0,0,0,0,0,-0.2832,0,-0.3431,-0.0923,0,0,0,0,0,0.3304,0.2362,0,0,0.5021,0.2807,0.1981,0,0,0
"E_EnerLev",0.3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1496,-0.1778,0,0.4235,0,0,0,0,0,0,0,0,0,0.2907,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0853,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2769,0,0,0,-0.2061,0,0.3676,-0.4068,0,-0.3871,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,-0.3516,0,0,0,0,0,0.2592,-0.3989,0,0,0,0,0.1099,0,0,0,0,0,0.323,0,-0.2503,-0.2725,0,0
"C_Org",0,0,0,0.2337,0.2885,-0.2712,0,0,-0.1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736,0,0.247,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,-0.143,0,0,0,0,0,0,0,-0.263,0,0.2202,0,0.1397,0.388,0,-0.3115,-0.0779,0.3395,-0.1718,0,0,-0.3972,0,-0.3695,-0.2028,0
"C_Rspnbl",0,0,0,0.2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0
"N_Anxty",0,-0.2114,0.2908,0,-0.2165,0,0,0,0,0,0.2698,0,0,0,0,0,0,-0.3215,0,0,0,-0.4139,0,0,0.3094,0,0.0339,0,0,0,-0.188,0.2881,0,0
"N_Depr",0,0,0,-0.1906,0,0,0,0,0,0,0,0,0,0.3451,0,0,0,0,0,0.3511,0,0,0,0,0,0,0,-0.0763,0,0,0,-0.3367,-0.2809,0
"N_EmoVol",0,0,0,0,-0.5392,0,0.3504,0,0,0,0,0,0,-0.1489,0,0,0.4315,-0.2481,-0.3971,0,0.3949,0,0,0.2094,0,-0.4976,0,0,0.1229,0,-0.3013,-0.2823,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9106,0,0,0,0,0,-0.2311,0,0,0.7073,0,0,0,0,0.4831,0.3067,0.581,0,0,0
"O_AesSens",0,-0.3487,0,0,-0.2698,0,0,0,-0.2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3143,0,0,0,-0.2723,0.3283,0,0.2108,0.0979,0,0.405,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,-0.8924,0,0,0,0,-0.3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1554,0,0
"angry",0,0,0,0,0,0,-0.1798,0,0,0,0.5072,-0.271,0,0,0,0,0,0,0,0,0,0,-0.4967,-0.2038,0.2813,0,0,-0.3809,0,0,0,0,0,0.3739
"sick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1872,-0.245,0,0,0,0,0.4306,-0.4126,0,0,0,0,0,0.1995,0.2462,-0.2399,0
