"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0.5345,0,0,-0.2262,0,-0.3392,0,0,0,0,0,0,0,0,0.2195,0,0,0,0,0.3957,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0.1037,0,0,0,0,0,0,0,-0.776,0,0.2702,0,0.1659,0,0,0.0797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.5006,0,0,0,0,0.4818,-0.7551,0.1704,0,0,0,0,0.3058,0,-0.3767,0,0,-0.4892,0,0,0,0,0,0.4396,0,0,0
"A_Cmpn",0,0,-0.422,0,0.7646,0,0,0,0,-1.92,0,0,0,0,0.5492,0,0,0,0,0,0.209,0,0.7375,0,0,0,0,0,0,1.2764,0,0,1.1754,0
"A_Rspct",0,0.2635,0,0,0,0,0,0,0,0,0,0,0,0.1687,0,0,0,0.258,-0.2575,0.2474,0,0.1194,0,-0.3805,-0.151,0,0,0,0,0,0,0.1966,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138,0.4017,0,0,-0.0763,0.3042,0,0,0,0,-0.2026,0,0,0,0,0
"C_Org",0,-0.2373,0,0,0,0,0,0,0.0346,0,0,0.4481,0,0,0,0,0,0,0,0,0,0,-0.2315,-0.0858,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1904,0,0,0.1066,0,0,-0.0865,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0.8016,0.7238,0.6374,0.7967,0,0,0,0.3909,0,0,0.4921,0,0,-0.6299,0,-0.6654,-0.3328,0,-0.7875,-0.2285,-0.3561,0,0,0.3302,0,-0.2774,0,-0.3837,0,0,0,0,-0.6408,0
"N_Anxty",0,0,0.205,0.9321,0.1688,-0.3244,0,0,0.4206,0,0.4445,0.3556,0,-0.3756,0,0,0,0.2244,0,0.2612,0,0,0.1042,0.596,0,0,-0.5473,0,0,0,0,-0.1833,0,0
"N_Depr",0,0,0,0,0.1657,0,0,0,0.9569,0,0,0.2796,0,0,-0.9701,0,-0.7699,0,0.3619,0,-0.4926,0,0,0,0,0,0,0.657,0,0,0,0.4165,0,0
"N_EmoVol",0,0.6486,0.4281,0,0,0,-0.4877,0,0.391,0,0,0,0,0,0,0,0,0,0,0,-0.3045,-0.1942,0.7011,0.3561,-0.2772,0,-0.7412,0.4271,0.2565,0,0,0.8413,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,-0.324,0,0,0,0,0,0,0,0,-0.1702,-0.2941,0,0.385,0,0,0,0,0,0,0,0.3647,0,0,0,0
"O_AesSens",0,0,0.5051,0,0,0,0,0.2054,0,0,0,0.2879,0,0,0,0,0,0,-0.3585,0,0,0,0,0.3384,0,0,0,0,0,0,-0.0803,0,0,0
"O_CrtvImag",0,0,0,0,0.3379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2463,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332,0,0
"angry",0.3637,0,0.2821,0,0,0,0,0,0,0,0.8374,0,0,0,0,0,0,-0.2113,-0.4876,0,0,0,-0.1233,0,0,0,0,0.3136,0,0,0,0,0,0.0309
"sick",0,0,0,0,0,-0.1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5514,0,0,0,0,0,0,0,-0.034,0
