"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0.5371,0.7133,0,-0.2423,0,0,0,0,0,-0.1017,0.2734,0,0,0,0,-0.1218,-0.3922,0,0,-0.6563,-0.2796,0,0.6501,0,-0.3198,0,0.2241,0,0,0,-0.4309,0
"E_Assert",0,0,0.3155,0,-0.903,-0.4711,0,0.3626,0,0,0,0,0,0,0,0,0,0,-0.1011,0,0,0,0,-0.1259,0.5744,0.2597,0.3117,-0.5236,0,0,0,0,0.4565,0
"E_EnerLev",0,0,0,0,0,0,0.353,0.2102,0,0.1923,0,0,0,0,0,0,0,0,0,0.2502,0,0,-0.175,-0.2875,-0.2167,0,0,0.2848,0,0,0,0.4643,0.586,0
"A_Cmpn",0,0.2335,0,0,0,0,0,0,0.0829,-0.2403,0,-0.4554,0,0.2692,0.1655,0,0,0,0,0.2662,0.1315,0.1068,0,0,-0.4087,0,0,0,0,0,0,0,-0.1799,-0.2039
"A_Rspct",0.3576,0,0,0,0,-0.1026,0,0.1153,0,-0.6498,0.451,0,-0.1732,0,-0.0727,0,0,-0.6282,0,0.2154,0,0.7362,0,-0.1097,0.3067,0.4289,0,0,-0.081,0,-0.1528,0.0379,0.268,-0.2368
"A_Trust",0,0,0.0583,0,0,0,0,0,0.8246,0,0,0,0.6586,-0.6022,0,0,0,0,0,0,0.414,0,-0.0994,0,0,0,0,0,0,0,0,0,0,0.2993
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0012,0,0,0,0,-0.169,0,0,0,0,0
"C_Prdctv",0.2108,0,0,0,0,0,0,0,-0.3734,0,0,0,0,0,0.3242,0,0,0,0,0,0,0,0,0,-0.1962,0,0,0,0,0,0,0,0,-0.2479
"C_Rspnbl",0,0.6703,0,0,0,0,0,0,0,0,0,0,0,-0.3501,0,0,0,0,0,0,0,0,0,0,-0.2096,-0.0167,0,0,-0.4646,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.2844,-0.2299,0,-0.2181,0,0.289,0,0,0,0,0,0,-0.5256,0,0,0,0,0,0,0,0.2988,-0.0203,0,0,0.2541,0,0,0,-0.1965
"N_Depr",0,0,-0.5653,0,0,0.2262,0,0.1624,0,0,0,0.9077,0,0,0.2593,0,0.1781,0,0,0,0,0,0,0,0,0,0,0.1591,0,0.4256,0,0,0,0
"N_EmoVol",0,0,0,0.2933,1.056,-0.6785,0,0.0783,0,1.1054,-1.7211,0,-0.6601,0.7727,-1.4078,0,1.6143,-0.5904,0.1524,0.5897,0,-1.53,0,0.9777,0,-0.7569,0,0,-2.0428,0,0,-1.1117,0,1.5767
"O_IntCur",0.1499,0,0,0,0.3379,0,0,0,-0.1183,0,0,0,0,-0.2104,0,-0.3175,0,0,0,0,0,0,0,0,0,0,0,0.1798,0,0.0891,0.2414,0,0.2585,0
"O_AesSens",0,-0.4348,0,0.5963,0,0.6348,0,0,0,0.1557,0,-0.3402,0,0,0,0,0.5306,0.5965,0,-0.7517,-0.2862,0,0,-0.6129,0,0,0,0,0,0,0.019,0,0.4592,0
"O_CrtvImag",-0.8646,0,0.4065,0,0.1458,0,0,0,0.2764,0,0,0,0,0,0,0,0,0,0,0.3144,0,-0.4937,0,0,0,-0.5497,0,0,0,0,0,-0.1544,0,0
"angry",0,0,0,0,0,0,0,-0.3266,0,0,0,0,0,-0.4148,0,0,0,0,0,0,0,0,0,0,0,-0.1729,-0.1761,0,0.6006,0,0,0.3582,0,-0.3434
"sick",0,0,0,0,0,0.1563,0,0,0,-0.1436,0,0,0,0,-0.4327,0,0,0,0,0,0,0,0,0.2648,0,0,0,0,0,0,0,0,0.1433,0
