"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,-1.7251,0,0,0,0.9487,0,0,0,0.2818,0,0,0,0,0.0799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",-0.4248,0,0,0,0,0,0.1992,0,0,0,0,0.3096,0,0,0,0,0,0,-0.1931,0,0,0,0,0,0,0,-0.2989,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0.187,0,0.4285,0.3036,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8198,0,-0.2603,0,0,-0.3988,0,-0.1998,0,0,0,-0.225,0,0,0,-0.1934,0.2235,0,0,0,0
"A_Rspct",1.042,0,0,0,0,0.7418,0.1889,0.2831,-0.6143,0,0,0,-0.5258,-0.3258,0,-0.5074,0,0,0,0,0,-0.0678,0,0,-0.4679,0,0,0,0,0,0,0,0,0
"A_Trust",0.3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.3661,0,-0.1545,0,0,0,0,0
"C_Org",0,0,0,0,0,0.1547,0,0,0,0,0,0,0,0.1327,0,0,0,0,0,0,0,0,0.3512,0.0544,0.2074,0,0,-0.1687,0,0,0,0,0.3468,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2587,0,0.0369,0,0,0,0,0,0,0,0,0
"C_Rspnbl",-0.4478,0.512,0,0,0,-0.0969,0,0,0,0,0,0,0,0,-0.2881,-0.0397,0,0,0,0,0,0,0,0,0,-0.1787,0,0,0,0,0.4034,0,0,0
"N_Anxty",0.3684,0.145,-0.5173,0,-0.1986,0,0.2004,0,0,0,0,0.6101,0,0,0.3684,0,0,0,0,0,0,0,0,-0.1791,-0.3706,0,0.3191,0.3319,0,0,-0.2411,0,0,-0.499
"N_Depr",0,0,0,-0.1799,0,0,0,0,0,0.2148,0,0,0,0,0,0,0,0,0,0,0,0,-0.2692,0,0,0,0,0.3666,0,0,0.3429,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.5694,0,-0.4268,0,0,0,0.392,0,-0.5246,-0.6905,-0.9229,0,0,0,0,0,0,0,0,0,0,0,-0.0261,0,0.3918,0,0.4718,1.0691
"O_IntCur",0,0,0,0,0,0,0,0,0,-0.3371,0,-0.3584,0,0,0,0,0,0,0,0,0,0.1968,0,0,0,0,0,0,0,-0.0467,0,0,0,0
"O_AesSens",0,-0.2944,-0.3128,-0.7327,0,0,0,0,0,0,0,0.2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0.287,0.3917,0,0,0.2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2202,0,-0.0421,0,0
"angry",0,0,0,-0.1113,0,0,0.1996,0.1503,0,0.3877,0,0.4056,0,0,0,0,0,0,-0.2365,0,0,0,-0.4017,0,0.1716,0,0,0,0,0,0,0,0,0.5401
"sick",0,0.2329,0,0,0,0,-0.273,0,0,0,0,0,0,0,0,0,0,0.2362,0,0,0,0,0,0,0,0,0,0,0.3201,0,0,0,0.5846,0
