"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846,0,0,0,0,0,0,0,0,0,0.4737,0,0,0,0,0,0
"E_Assert",0,0,0.6735,0.308,0,-0.525,-0.4386,0.0375,0,-0.1252,0,0,1.2014,0,0.2725,0,0,-0.4155,0.214,0.1038,1.0837,0,-0.4406,-0.0983,-0.1454,-0.491,0.4998,0.5989,-0.6261,0.3698,0.0511,0.3407,-0.2578,0.307
"E_EnerLev",-0.2324,0,0,0,0,0.313,0,0,0,0.2044,-0.424,0.1661,0,0,0,0,0,0,0,-0.2333,0.2798,0,0,0,0,0,-0.3834,0,0.1963,0,-0.1815,0,0,0
"A_Cmpn",0,0,-0.0806,0,0,0,0.2758,0,0,0,-0.2947,0,0,0,0,0,0,0,0,0,-0.0829,-0.3587,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.2526,0,0,0,0,0,0,0,0,0,0,0,-0.4334,0.5292,0,0,0,0,-0.1348,0,0.3926,0,0,-0.6222,0.2225,0,0,0,0,0.1796,0,0,0
"A_Trust",0,-0.0265,0,0.4807,0.3938,0,0,0,0,0,-0.7832,-0.3149,0,0,0,0,0,0,0,0,0,0,-0.2302,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0.4925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4224,0.1622,0,0.2129,0.1674,0,0.401,0,0,0,0.252
"C_Prdctv",0,0,0,0.441,0,-0.3138,0,0,0.1399,0,0,0,0,0,0,-0.302,0,0,0,0,0,0.2315,0,0,-0.0955,0,0,0,0,0,-0.3931,0,0,0
"C_Rspnbl",0.2039,0,0,0,0.0808,0.5042,0,0,0,0.4601,0,0,0,0,0,0,0,0,0,0,0.6597,0,0,0,0,0.1916,0,0,0,0,0,0,0,0.2511
"N_Anxty",0,0,0,0,0,0,-0.2835,0.1828,-0.4038,0,-0.2035,0,0,0,0,0.5748,0,0,0,0.3678,-0.0812,-0.3299,-0.0551,-0.459,0,-0.1719,-0.0344,0.6286,0,0,0,0,-0.2305,0.9263
"N_Depr",0,0,0,0,0,0,0,-0.2975,0.5211,0,0,0,0.5914,0.4092,0,0,0,0,0,0,0.3602,0,0,0,0,0,0,0.3992,0,0,-0.5596,0,0,0
"N_EmoVol",0,-0.5688,0,0,0,0.5392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2675,0.2573,0,-0.3702,-0.2817,0,-0.4704,0,-0.3356,-0.2683,0,0
"O_IntCur",0,-0.9737,0,0,0,0.0077,0.3501,0,0,0.2858,0,0,0,0,-0.6607,0.0185,-0.3801,0.1122,0,0.6822,-0.1902,0.3047,0,-0.2688,0,0.1256,-0.4261,0,-0.1622,0.6084,0,0,0,0
"O_AesSens",0,0,0,0,0,0.5768,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3478,0,0,0,0,0,0,0,0,0.3319,0,0.3333,0,0,0
"O_CrtvImag",0,0,0,0,-0.3808,0,0,0,0,0.211,0,-0.5034,0,0,0,0,0,0,-0.2719,0,0,0,0,0,0,0,0,0,0,0,0,-0.2105,0.7489,0
"angry",0,0,0.2803,0,0,0,0.1828,0,0,0,0,-0.2218,0,0,0,0,0,0,0,0.3312,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759
"sick",0.2682,0,0,0,0,0,0,0,0,0,0,0.1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3276,0,-0.126,-0.3662
