"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0.1272,0,0,0,0,0,0.2677,0,0,0,0,0,0,0,0.1007,0.1502,0.1224,0.13,0,0,0,0,0.1457,0.1811,0,0,0,0.0821,0.0946,0,0
"E_Assert",0,0,0.1648,0,0,0,0,0,0,0.1197,0,0,0,0,0,0,0,0,0.1072,0,0,0.1263,0,0,0,0,0,0.2155,0,0,0,0,0.4029,0
"E_EnerLev",0.0599,0.1014,0,0,0,0,0.1363,0,0.0923,0,0,0.0865,0.0815,0,0.0604,0,0,0,0,0.1005,0.0945,0.1253,0.1568,0,0.0586,0,0.191,0,0,0.0758,0,0.0601,0,0.0738
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605,0.1,0,0.088,0.1026,0,0.1193,0,0,0,0,0,0,0,0,0.2677,0
"A_Rspct",0,0,0.0887,0,0,0.1262,0.0984,0,0,0,0.2508,0,0.07,0,0.0817,0,0,0.0731,0.0841,0,0.0819,0.1107,0,0.1095,0,0,0,0,0,0,0,0,0.3343,0
"A_Trust",0,0,0,0.0591,0,0,0,0,0.0569,0,0,0.0479,0,0,0,0.1868,0,0,0,0,0,0,0.0816,0.0857,0,0.0618,0,0,0,0.0489,0,0,0,0
"C_Org",0,0,0.0867,0,0,0.1147,0,0,0,0.1182,0,0,0,0,0,0,0.0686,0,0,0,0,0,0,0.1296,0,0,0.1255,0,0,0.0692,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,1.2441,0,0.9905,0,0,0,0.5371,0,0,0,0,0,0,0,0,0,0.2745,0,0,0,0,0.6372,0.3831,0.3899,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0.1798,0,0.2316,0,0,0,0.0957,0,0,0.1239,0,0,0.1615,0,0,0,0,0,0.1841,0.2178,0,0,0,0,0,0,0
"N_Anxty",0.1374,0,0,0.0991,0.152,0,0,0.0861,0,0,0,0,0,0.1484,0,0,0.1041,0,0,0,0,0,0,0,0,0,0.1898,0,0,0,0,0.0903,0,0
"N_Depr",0,0,0,0,0.0614,0,0,0.0256,0,0.0669,0,0,0.0356,0,0,0.1392,0,0.0298,0,0,0,0,0,0,0.0294,0,0,0.0945,0,0,0,0.0309,0,0.0362
"N_EmoVol",0,0.171,0,0.1216,0,0,0,0.0744,0,0,0,0,0.1375,0,0,0.5048,0,0,0,0,0,0,0.1775,0,0,0,0,0,0.1119,0,0,0,0,0
"O_IntCur",0.0824,0,0.111,0.1093,0,0.1555,0,0,0,0,0,0,0,0.0576,0,0,0,0,0.1197,0.1106,0,0,0,0,0,0.1083,0,0.2011,0,0.0748,0.0542,0,0.3756,0
"O_AesSens",0.1569,0,0,0,0.3723,0,0,0,0,0.4363,0.4157,0,0,0,0,0,0,0,0,0,0.2185,0,0.3665,0,0,0.2238,0,0,0,0,0.0966,0,0,0
"O_CrtvImag",0,0,0,0,0.2302,0,0,0,0.2206,0,0,0,0,0.1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379,0,0
"angry",0.0084,0.0083,0.0086,0.0071,0.0244,0,0.0087,0,0,0.0127,0,0.0122,0.0062,0,0.0047,0.0296,0,0,0.0092,0.0119,0.009,0.0142,0,0,0,0.0094,0.0165,0.0344,0.0056,0.0059,0,0.0065,0.0784,0.0107
"sick",0,0.044,0,0,0,0,0,0,0,0,0,0.0386,0,0,0,0,0,0.0365,0,0,0,0,0,0,0,0,0.0549,0,0,0.0351,0.027,0.0267,0.1307,0
