"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0.5094,0.0557,-0.3174,-0.9902,-0.7191,0,0,0,0,0.0875,-0.6591,0,-0.2643,1.9318,0,-0.4098,0.2939,0.5027,0.8622,1.0488,0.127,-0.3353,-0.1632,-0.7897,0.4778,-1.1053,0.5229,0.5698,0,-0.0285,-1.0548,0.3793
"E_Assert",0,0,0,0,0,0.3604,0,0,-0.2368,0,0,-0.3094,0,0,0,0,0,0.2216,-0.1991,0,0.2961,0,0,-0.2418,0,0,-0.2046,0,0,0.3404,-0.1845,0,0,0
"E_EnerLev",-0.0524,0,0,0,0,-0.2789,0,0.1751,-0.4969,0,0,-0.1825,0.2519,0,0,0,0,0,0.3104,0.1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2166,0,0,0,0.0636,0,0,0,0,0,0,0,0,0,0,0,0.1647,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3289,0.4475,0,-0.2177,0,0,0,0.263,0,0,0,0,0,0,0,-0.2302,0,0,-0.1967,0
"A_Trust",0.7877,-0.0595,0,0.1483,0,0,0,0,0,-0.3554,-0.3248,0,0,0,0.3369,0,0,0,0,0,0,0,-0.3262,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2131,0,0,0,0,-0.1249,0,0,0,0,0,0,0,0,0.1976,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,-0.9866,0,0,0,0,0,0,0.3641,0,0.3872,0.2496,-0.226,0,0.2461,0,0.0664,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6138,0,0,-0.3619,0.2456,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,-0.2981
"N_Anxty",-0.2652,0,0,0,-0.3788,0,-0.345,0.9637,-0.2366,0,0,0,0,0,0,0,0.5803,0,0,0,0.3402,0,0,0,0,0,0.4552,0,0.2776,-0.2188,-0.3821,0.6459,0,0
"N_Depr",-0.2374,0,0,0.1641,0,0,0,0,-0.0736,0,0,0,0,0.2597,0,0,0.2319,0,0,-0.4921,0,0,0,0,0,0,0,0.3834,-0.2603,0,-0.3085,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.1854,0,0,0,0.5155,0,0,0,0,0,0,0,0,0,0.2227,0,0,0,0,0,0,0,0.1695,0,0,0.3846,0,0
"O_IntCur",0,-0.3203,0,0,0,0,-0.2127,0,0,0.2801,0,-0.4444,0,0,0,0,0,0,0,0,0.564,0,0,-0.1517,0,0,0,0,0,0.3823,0,0,0,0
"O_AesSens",0,0.1575,0,0,0.6832,0,-0.1909,0.166,0,0,-0.2298,0,0.0911,0,0,0,0.2358,0,0,0,-0.2137,0,0,0.2709,0,-0.4417,0,0,0,0,0.0852,-0.4198,0,0
"O_CrtvImag",0,0,0.2044,0,0,0,0,0,-0.355,0,0,0,0,0,0,0,0,0,0.3527,0,0,0,0.2602,0,0,0,0.1709,0,0,0.2916,0,-0.1578,0,0
"angry",0,0,-0.4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2731
"sick",-0.397,0,0.3637,0.0983,0,0,-0.085,0,0.0968,0.1867,0,-0.1499,0,-0.2443,0,0,0,0,0,-0.2927,0,0,0.3005,0.1792,0,0,0,0,0,0,0,-0.3197,0.9371,0
