"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0.0782,0.1088,0,0,0.0579,0,0,0.1089,0.081,0.115,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0.0677,0,0,0.1139,0,0.1377,0,0,0,0,0,0,0,0.1009,0,0,0,0,0,0.096,0.138,0,0,0,0,0,0,0.1588,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0.0591,0.0674,0,0,0,0,0,0.0591,0,0,0.0886,0,0,0,0,0,0.0914,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0.0533,0,0,0,0,0.1096,0.1705,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0.0728,0,0,0,0,0.0703,0,0,0,0,0,0,0,0.1262,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0.0956,0,0,0.1454,0,0,0,0.0818,0,0,0.1041,0,0,0,0,0,0.1252,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.0659,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1112,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0.0808,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0.077,0,0.092,0,0,0.1529,0,0,0,0,0,0,0,0,0,0,0.0796,0.094,0,0,0.0863,0,0,0.0677
"N_Depr",0,0.0685,0,0.0839,0,0,0.0721,0,0,0,0,0,0,0.094,0.0715,0,0.063,0.0732,0,0.1097,0,0,0,0,0,0.117,0,0.0825,0,0,0,0,0,0
"N_EmoVol",0,0,0.0585,0,0,0,0,0,0.0514,0.0484,0.0513,0,0.0659,0,0,0.0853,0.0366,0,0,0,0,0,0.052,0,0,0.0812,0,0,0.0761,0,0,0,0,0
"O_IntCur",0.0494,0,0,0.1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808,0,0,0,0
"O_AesSens",0.0476,0.0471,0.0529,0,0.0733,0,0,0.042,0,0,0,0,0,0,0.0458,0,0.0321,0.0379,0,0,0,0,0,0,0,0,0.0524,0,0,0,0.0624,0,0,0
"O_CrtvImag",0.0726,0.072,0,0,0,0,0,0.0653,0.0983,0.0988,0.0877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1132,0,0,0,0,0.094,0.0682,0,0.0772
"angry",0.1081,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814
"sick",0.0575,0,0,0,0,0,0.055,0,0,0.0614,0,0.1071,0,0,0.0466,0,0.0532,0,0.0488,0,0,0,0,0,0.0638,0,0,0,0,0,0,0,0.1923,0
