"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0.1344,0,0,0,0,0,0,0.0904,0.115,0,0,0,0,0,0.1099,0,0.0862,0,0,0.1716,0,0.0874,0,0,0,0.1285,0,0.1234,0,0,0
"E_Assert",0,0,0,0,0,0.2642,0,0,0.134,0,0.1383,0.1741,0,0.2093,0,0,0,0.1924,0.1049,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.1551
"E_EnerLev",0,0,0,0,0.2835,0.236,0,0,0,0.102,0,0,0,0,0,0,0.0998,0,0,0.1214,0.1613,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0.1818,0.1853,0,0,0,0,0,0,0,0,0.0781,0,0.0706,0.1013,0,0,0.1264,0,0,0,0,0.0712,0,0,0,0,0,0,0,0.0827
"A_Rspct",0.0635,0,0,0,0,0,0,0,0.0481,0,0,0,0,0,0.0436,0,0.0524,0,0,0.0555,0,0.1037,0,0,0,0,0.0477,0,0,0.0669,0,0,0,0
"A_Trust",0,0,0.0699,0.1552,0,0,0.0829,0,0,0,0,0,0,0,0.0653,0.2401,0,0,0,0,0.101,0,0.1157,0.0656,0,0,0.0611,0.0538,0,0,0,0,0.2356,0.0654
"C_Org",0,0,0,0.2549,0,0,0,0,0,0,0,0,0,0,0,0.4269,0,0,0,0,0,0,0,0.1226,0,0,0,0,0,0,0,0,0.419,0
"C_Prdctv",0,0,0,0,0,0,0,0,0.0873,0.0989,0,0,0,0,0,0,0.0864,0,0,0,0,0,0,0,0.1234,0,0,0,0,0,0.1767,0,0,0
"C_Rspnbl",0,0,0.1346,0,0,0,0.0955,0,0,0,0.1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1029,0,0,0,0,0,0,0,0.1088
"N_Anxty",0,0,0,0,0,0,0.0854,0,0,0,0,0.1226,0.1238,0,0,0,0,0,0,0,0,0,0.2401,0,0.1384,0,0.0888,0.0913,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.2684,0.2232,0,0,0,0,0,0,0,0,0,0,0.1093,0.1575,0,0,0.1772,0.2543,0,0,0.1379,0,0,0.1206,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0.1019,0,0,0,0,0,0.2116,0,0,0,0,0,0,0.1501,0,0.1792,0.0906,0,0,0.0932,0,0.1414,0.1315,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1005,0.0576,0,0.0643,0,0,0,0.1152,0,0,0,0.089,0.0608,0,0,0,0.1169,0,0.0642,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0.1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0
"O_CrtvImag",0.1732,0,0,0.3608,0,0.3847,0.16,0,0,0,0,0,0,0.2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2166,0,0.1269,0,0
"angry",0.0555,0.0193,0.0206,0.0692,0.0654,0.0378,0,0.0339,0.0224,0.0277,0.0232,0,0.0289,0,0,0,0,0.0556,0,0.0333,0,0.0399,0.0741,0.0226,0.0388,0,0.0246,0.0231,0,0.0484,0.0419,0.0238,0,0.0326
"sick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0
