"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1226,0,0,0,0,0,0,0,0,0,0.2243,0,0,0,0,0,0
"E_Assert",0,0,0.0049,0.0093,0,0.0029,0.0061,0.0034,0,0.0037,0,0,0.0132,0,0.007,0,0,0.0035,0.0066,0.0042,0.0171,0,0.0049,0.0081,0.0062,0.0056,0.0043,0.0149,0.0054,0.0078,0.0029,0.0063,0.017,0.0108
"E_EnerLev",0.0815,0,0,0,0,0.0925,0,0,0,0.0783,0.1854,0.1182,0,0,0,0,0,0,0,0.0849,0.1989,0,0,0,0,0,0.0774,0,0.1098,0,0.0781,0,0,0
"A_Cmpn",0,0,0.0642,0,0,0,0.0833,0,0,0,0.1579,0,0,0,0,0,0,0,0,0,0.1176,0.1159,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.0535,0,0,0,0,0,0,0,0,0,0,0,0.0424,0.0693,0,0,0,0,0.0421,0,0.0881,0,0,0.057,0.0784,0,0,0,0,0.0404,0,0,0
"A_Trust",0,0.1828,0,0.4149,0.395,0,0,0,0,0,0.5755,0.3127,0,0,0,0,0,0,0,0,0,0,0.1763,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0.0688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1075,0.0788,0,0.0594,0.1469,0,0.1201,0,0,0,0.1399
"C_Prdctv",0,0,0,0.1788,0,0.0798,0,0,0.1251,0,0,0,0,0,0,0.1971,0,0,0,0,0,0.1661,0,0,0.0997,0,0,0,0,0,0.0677,0,0,0
"C_Rspnbl",0.0621,0,0,0,0.1216,0.0738,0,0,0,0.0817,0,0,0,0,0,0,0,0,0,0,0.1758,0,0,0,0,0.1108,0,0,0,0,0,0,0,0.1564
"N_Anxty",0,0,0,0,0,0,0.1653,0.1227,0.2988,0,0.2432,0,0,0,0,0.3301,0,0,0,0.1147,0.3188,0.1936,0.1226,0.2012,0,0.1732,0.088,0.3002,0,0,0,0,0.3041,0.3505
"N_Depr",0,0,0,0,0,0,0,0.0744,0.106,0,0,0,0.087,0.0516,0,0,0,0,0,0,0.1451,0,0,0,0,0,0,0.1007,0,0,0.0486,0,0,0
"N_EmoVol",0,0.1088,0,0,0,0.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994,0.1099,0,0.1436,0.0732,0,0.1299,0,0.0707,0.1226,0,0
"O_IntCur",0,0.2359,0,0,0,0.0772,0.1271,0,0,0.0976,0,0,0,0,0.1161,0.1887,0.1602,0.0732,0,0.0891,0.276,0.1619,0,0.1192,0,0.1223,0.066,0,0.1682,0.2107,0,0,0,0
"O_AesSens",0,0,0,0,0,0.1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1213,0,0,0,0,0,0,0,0,0.1659,0,0.0988,0,0,0
"O_CrtvImag",0,0,0,0,0.2417,0,0,0,0,0.0726,0,0.121,0,0,0,0,0,0,0.1254,0,0,0,0,0,0,0,0,0,0,0,0,0.1324,0.302,0
"angry",0,0,0.0673,0,0,0,0.098,0,0,0,0,0.0884,0,0,0,0,0,0,0,0.0677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1441
"sick",0.0494,0,0,0,0,0,0,0,0,0,0,0.0639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486,0,0.156,0.127
