"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0.064,0.1113,0.0622,0.0877,0.1186,0,0,0,0,0.0742,0.1458,0,0.0467,0.5106,0,0.0542,0.0665,0.1399,0.1842,0.1411,0.0504,0.1157,0.0646,0.1527,0.1113,0.1014,0.0964,0.1519,0,0.0605,0.4003,0.0544
"E_Assert",0,0,0,0,0,0.066,0,0,0.075,0,0,0.0866,0,0,0,0,0,0.0455,0.0765,0,0.1468,0,0,0.0888,0,0,0.1081,0,0,0.1002,0.0836,0,0,0
"E_EnerLev",0.0671,0,0,0,0,0.0963,0,0.1315,0.117,0,0,0.1134,0.1158,0,0,0,0,0,0.1176,0.1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391,0,0,0,0.0997,0,0,0,0,0,0,0,0,0,0,0,0.0737,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857,0.236,0,0.0532,0,0,0,0.1056,0,0,0,0,0,0,0,0.1143,0,0,0.2393,0
"A_Trust",0.1391,0.2082,0,0.2767,0,0,0,0,0,0.2549,0.1181,0,0,0,0.1373,0,0,0,0,0,0,0,0.1409,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0.0952,0,0,0,0,0,0,0,0,0.1012,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0.173,0,0,0,0,0,0,0.0831,0,0.0983,0.1104,0.1558,0,0.0717,0,0.1119,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954,0,0,0.0698,0.0487,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0.0722
"N_Anxty",0.0609,0,0,0,0.103,0,0.1091,0.2084,0.0992,0,0,0,0,0,0,0,0.0738,0,0,0,0.1844,0,0,0,0,0,0.1332,0,0.1171,0.1056,0.1066,0.0823,0,0
"N_Depr",0.0735,0,0,0.2012,0,0,0,0,0.1356,0,0,0,0,0.1415,0,0,0.1006,0,0,0.1358,0,0,0,0,0,0,0,0.0916,0.1504,0,0.1333,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0911,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0.0875,0,0,0.0643,0,0
"O_IntCur",0,0.1009,0,0,0,0,0.0935,0,0,0.1087,0,0.0948,0,0,0,0,0,0,0,0,0.1665,0,0,0.0986,0,0,0,0,0,0.1102,0,0,0,0
"O_AesSens",0,0.0782,0,0,0.08,0,0.0823,0.089,0,0,0.057,0,0.079,0,0,0,0.061,0,0,0,0.1432,0,0,0.0899,0,0.0956,0,0,0,0,0.0909,0.0634,0,0
"O_CrtvImag",0,0,0.1084,0,0,0,0,0,0.0989,0,0,0,0,0,0,0,0,0,0.1131,0,0,0,0.0791,0,0,0,0.1211,0,0,0.1164,0,0.0753,0,0
"angry",0,0,0.1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1295
"sick",0.0249,0,0.0416,0.0535,0,0,0.0351,0,0.0329,0.0472,0,0.0403,0,0.0313,0,0,0,0,0,0.0314,0,0,0.0218,0.0352,0,0,0,0,0,0,0,0.0304,0.0473,0
