"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0.1485,0,0,0,0.301,0.167,0,0,0.1624,0.1911,0.2287,0.1553,0.1251,0.1993,0,0,0,0.1426,0,0.1062,0,0
"E_Assert",0,0,0,0,0,0,0.1879,0,0,0,0.2453,0,0,0,0,0,0,0,0.1348,0,0,0.1548,0,0.129,0,0,0,0,0,0,0,0.0689,0,0
"E_EnerLev",0,0,0,0,0.0699,0,0,0.0569,0,0,0,0,0.0526,0,0,0,0,0,0,0.103,0,0,0,0,0,0.0796,0,0,0,0,0,0,0,0.0865
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.1273,0.0997,0,0,0,0.1051,0,0.225,0.1169,0.1356,0,0.106,0,0.129,0,0,0,0,0,0,0.1876,0
"A_Rspct",0.0521,0,0.1287,0,0,0.0549,0,0.0548,0,0.0923,0.1439,0.0977,0.0701,0.0583,0.0388,0,0.1151,0,0,0,0.0537,0.0821,0.1021,0.0766,0.0485,0.089,0.0873,0.1068,0,0.0561,0.0614,0.0522,0,0
"A_Trust",0,0.1001,0,0,0,0,0,0,0,0,0,0.1718,0,0.1535,0.068,0.2531,0,0.1066,0,0,0.1107,0,0.1367,0.1043,0,0,0,0,0,0,0,0,0,0.1541
"C_Org",0,0.3066,0,0,0,0,0,0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0.1594,0,0,0.1429,0,0.1839,0.246,0,0,0,0,0,0,0
"C_Prdctv",0.0971,0,0.273,0.1457,0.1449,0.1222,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0.2208,0,0,0,0,0.0934,0,0.189,0,0,0.0992,0,0,0.1864,0
"C_Rspnbl",0,0,0,0,0,0,0.0688,0,0,0,0,0,0,0,0,0.2278,0,0,0,0,0,0,0.1061,0.0862,0,0.1107,0,0,0,0,0.0792,0,0,0
"N_Anxty",0,0.064,0,0,0,0,0,0,0.0843,0,0,0,0,0.054,0,0,0,0,0,0,0.0649,0.0746,0,0.0651,0.0458,0,0.0941,0,0,0,0,0,0,0
"N_Depr",0.0282,0.0319,0.0671,0.0509,0,0.0302,0,0,0,0.043,0,0,0,0.0287,0,0,0.0662,0,0,0.0764,0.0265,0.04,0,0,0.0224,0.0406,0.0469,0.0689,0,0,0.0334,0,0,0.0559
"N_EmoVol",0,0,0,0,0.1202,0,0,0,0,0,0,0,0,0,0,0,0,0.0863,0,0.1641,0,0,0,0,0,0,0,0,0.1232,0,0,0.0496,0.1082,0
"O_IntCur",0.0296,0.0316,0,0.0338,0.0449,0.0188,0.0164,0.0273,0.036,0.0334,0.0379,0.0534,0,0,0.0156,0.1414,0,0,0.0348,0.0554,0.0146,0.0252,0.0277,0.0435,0.0293,0.0731,0.0438,0.0529,0.028,0.0263,0.0192,0.0264,0.0783,0
"O_AesSens",0,0,0,0,0,0.3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3513,0,0,0.161,0,0.2483,0
"O_CrtvImag",0,0,0,0,0,0,0,0.1556,0.2401,0.2852,0,0.2791,0.1804,0,0,0,0.2593,0,0,0,0,0,0,0,0,0.2478,0.2741,0,0,0,0,0.116,0,0
"angry",0.0944,0,0.158,0.0876,0.1297,0.0723,0,0,0,0,0,0,0.0982,0,0,0,0,0,0.0997,0.1439,0,0,0,0.1036,0,0,0,0.1773,0.1146,0,0.0733,0,0,0.1278
"sick",0.0131,0.0153,0.0285,0.0222,0,0.0186,0.0138,0.0172,0.0235,0.0281,0.0326,0,0.0243,0.0157,0.0103,0,0,0,0,0.0344,0.0157,0.0226,0,0,0.0137,0.0252,0.0295,0.0283,0.0314,0.0165,0.0167,0.0114,0.0449,0
