"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0.4618,0,0,0,0,0,0,0.2618,0.271,0,0,0,0,0,0.5308,0,-0.2385,0,0,0.2297,0,-0.3599,0,0,0,-0.4693,0,0.2406,0,0,0
"E_Assert",0,0,0,0,0,0.3311,0,0,0.2407,0,0.1744,0.2149,0,0.2112,0,0,0,0.1715,0.3143,0,0,0,0,0,0,0,0,0,0,0,0,0.2286,0,0.3947
"E_EnerLev",0,0,0,0,-0.4543,0.1282,0,0,0,-0.3821,0,0,0,0,0,0,0.2319,0,0,-0.2418,0.2257,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0.3654,0.427,0,0,0,0,0,0,0,0,0.6188,0,0.2126,-0.4693,0,0,0.5472,0,0,0,0,-0.3745,0,0,0,0,0,0,0,0.2624
"A_Rspct",-0.2012,0,0,0,0,0,0,0,0.5478,0,0,0,0,0,0.236,0,0.5608,0,0,-0.3544,0,-0.1287,0,0,0,0,-0.4335,0,0,-0.3511,0,0,0,0
"A_Trust",0,0,0.3318,-0.4924,0,0,0.6087,0,0,0,0,0,0,0,-0.3561,0.5938,0,0,0,0,-0.2322,0,-0.0135,0.1683,0,0,-0.2947,-0.3748,0,0,0,0,-0.614,0.3064
"C_Org",0,0,0,0.0916,0,0,0,0,0,0,0,0,0,0,0,-0.2991,0,0,0,0,0,0,0,-0.0065,0,0,0,0,0,0,0,0,0.2193,0
"C_Prdctv",0,0,0,0,0,0,0,0,-0.1582,-0.3295,0,0,0,0,0,0,-0.1918,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,-0.3117,0,0,0
"C_Rspnbl",0,0,0.3914,0,0,0,0.3583,0,0,0,-0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1841,0,0,0,0,0,0,0,-0.2795
"N_Anxty",0,0,0,0,0,0,-0.2944,0,0,0,0,0.1829,-0.2854,0,0,0,0,0,0,0,0,0,-0.3254,0,0.2391,0,0.0333,0.3426,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1727,-0.2407,0,0,0,0,0,0,0,0,0,0,0.4434,-0.1408,0,0,-0.204,-0.252,0,0,0.267,0,0,-0.2267,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0.1714,0,0,0,0,0,0.5385,0,0,0,0,0,0,0.2222,0,0.2565,-0.275,0,0,-0.4009,0,0.5726,-0.2172,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3645,0.2932,0,-0.2092,0,0,0,0.2567,0,0,0,0.3709,0.2704,0,0,0,-0.0997,0,0.2197,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,-0.4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269,0,0,0
"O_CrtvImag",0.3392,0,0,-0.1454,0,0.4678,0.2886,0,0,0,0,0,0,0.1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2791,0,-0.1866,0,0
"angry",-1.3469,-0.1074,0.183,-0.3233,-0.6006,0.1025,0,0.6461,0.7192,0.7139,0.1348,0,0.7831,0,0,0,0,0.4596,0,-0.5208,0,-0.059,1.2636,-0.6168,-1.145,0,-0.7287,0.536,0,-0.2841,0.9522,0.0257,0,0.4535
"sick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3174,0
