"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0.1575,0,0,0,0.1496,0,0.1205,0,0.158,0,0,0,0,0.8264,0,0.1025,0.1523,0,0,0,0.1428,0,0,0.1461,0,0,0,0.1377,0,0.1749,0,0.174
"E_Assert",0,0,0.1174,0,0,0.1027,0,0,0,0,0,0.0853,0,0.1517,0,0,0,0,0.1086,0.1232,0,0,0,0.1116,0.0927,0.1049,0.1176,0.1231,0,0,0.1852,0.1146,0,0.0895
"E_EnerLev",0,0,0,0,0.1238,0,0.2188,0,0,0,0,0.0923,0,0,0,0,0,0,0,0.1513,0,0,0,0,0.1153,0.0806,0,0,0.0825,0,0.1763,0,0,0
"A_Cmpn",0.058,0,0,0,0.0782,0.0799,0,0.0806,0.0651,0,0,0,0.0742,0.115,0,0,0,0,0,0,0.1223,0,0.0845,0,0,0.0725,0,0,0,0.1029,0.1319,0,0,0.0793
"A_Rspct",0,0,0,0,0,0,0,0.1458,0,0.1851,0,0,0,0,0,0.3179,0,0.0913,0,0,0,0.1141,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0.2223,0,0,0,0.1963,0,0.3039,0,0.1663,0,0,0.166,0,0,0,0,0,0,0,0.2058,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0.1107,0.1683,0,0,0,0,0,0.0785,0,0,0,0,0.2035,0,0.4581,0,0,0,0.1399,0,0,0,0.1182,0,0,0,0.1202,0,0.1051,0,0.1262,0,0.1177
"C_Prdctv",0.1445,0,0,0,0.2649,0.4317,0.2021,0,0,0.4574,0,0.2434,0,0,0,0,0,0.1812,0.2072,0,0.2876,0,0,0.1954,0.18,0,0.3034,0.2823,0,0,0,0.2461,0,0
"C_Rspnbl",0,0.1331,0,0,0,0.1315,0,0.1189,0,0,0.1877,0,0,0,0,0,0,0,0,0,0.1728,0,0,0,0,0.1175,0,0,0.1136,0,0.2864,0,0,0
"N_Anxty",0,0,0.0906,0.0928,0.1022,0.0847,0.0713,0.1193,0,0,0,0.0843,0.0758,0.1379,0.0892,0,0,0.0544,0.0622,0.0942,0.0975,0.0708,0.0897,0,0.0769,0.0674,0.0997,0.0812,0.0825,0,0,0.108,0,0
"N_Depr",0,0,0.1733,0,0,0,0,0,0,0.2034,0,0.1348,0.159,0,0,0,0.2959,0.1029,0,0,0,0,0,0,0,0,0.2411,0.2263,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0.197,0,0,0.3203,0,0,0,0,0,0,0,0,0,0.1145,0.1627,0,0,0,0.1505,0,0,0.1286,0,0,0.1333,0.1747,0,0.2636,0,0.1568
"O_IntCur",0,0.1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1585,0,0,0.1405,0.1205,0,0,0,0,0.1236,0,0,0.3247,0
"O_AesSens",0,0,0.0967,0,0,0,0,0.1038,0,0.1162,0,0.066,0,0,0.0876,0,0,0.0506,0.0713,0,0.0959,0,0,0.0737,0,0,0,0.0857,0.0675,0.0829,0.1039,0.1079,0,0.0653
"O_CrtvImag",0,0.0974,0.1017,0,0,0,0,0,0,0,0.1012,0.0712,0,0,0,0,0,0,0.1152,0.1127,0.124,0.1081,0,0.1188,0,0,0.1172,0,0,0,0,0.1172,0,0
"angry",0.0069,0.0138,0.0154,0.0111,0.0262,0,0,0.013,0.008,0.0115,0.0285,0.0229,0,0.0151,0.0088,4.419,0,0.0077,0.0091,0.0075,0.0385,0.0331,0.0141,0.0072,0.0065,0.0116,0.0162,0.0072,0,0.0057,0,0.0057,0.1126,0.0448
"sick",0,0,0,0,0.3428,0,0,0,0.2612,0,0.6138,0,0,0,0,0,0.6019,0,0,0,0,0,0,0,0.1692,0,0,0,0,0,0,0,0.6094,0
