"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0.1864,0,0,0.1916,0,0,0,0,0.1619,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,-0.4763,0,0,0,0.3461
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713,0,0,0.4113,0,0,0,-0.4021,0,-0.2309,0,0,0,0,0,0.2572
"E_EnerLev",0,-0.2531,0,0,0,0,0,0,0,0,0,0,0,0.1935,0.3001,0,0,0,0,0.2331,-0.3143,0,0.3369,-0.2396,0,0,0,0,0.4338,0,0,0,0,0
"A_Cmpn",-0.2146,0.2116,0,0,0.5916,0,0,-0.1529,0,0,0,-0.1481,0.3091,0,0,0,0,0,0.4146,0,-0.3892,0,0.5716,0.1756,0,0,0,-0.4317,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0.4584,0,-0.6084,0,0,0,0,-0.2349,0,0.6671,-0.1228,-0.4707,0,0,0,-0.3023,0,0,0,0.1502,0,0,0
"A_Trust",0,0,0,0,0.3117,0,0,0,0,0,0,0,0,0,0,0,-0.1804,0.2471,0,0,0,0,0.1322,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,-0.4979,0,0,0,0,0,0,-0.5845,0,0,0,0,0.5297,0,0,0,0,0,0,-0.0204,0,0,0,0,0.2485,0,0,0,0,-0.4504
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,-0.2442,0
"C_Rspnbl",0.2861,0,0,0.1753,0,-0.2809,0,0,0,0.1584,-0.3159,0,0,0,0,0,0,0,-0.3334,-0.3722,0,-0.437,0.1356,0,0,-0.0107,0,-0.3286,0,0.3735,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0.2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898,0,0,0,0,0,0,0
"N_Depr",-0.4374,0,0,-0.2447,0,0,0.2347,0,0,0,0,0,0.2049,0,0,0,0,0,0.3138,0,0,0,-0.2485,0,0.3912,0,0,-0.0711,0,0,0,-0.3949,0,0
"N_EmoVol",-0.1592,0,-0.5165,0,0,-0.1537,0.4314,0.2028,0,0,0,0,0,0,-0.3578,0,0,0,0,0,-0.702,0,0.1354,-0.2594,0.2889,0,0,0.2053,0.5074,0,0,0.3099,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2324,0,0,0,0,0,0,0,0,0,-0.0654,0,0,0,0
"O_AesSens",-0.1637,0,0,0,0.3984,0,0,0,0.4028,-0.3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4233,0,0.0449,0,0,0
"O_CrtvImag",0,0,0,0,0,-0.2168,-0.1965,0,0,0,-0.426,0,0,0,0,-0.2182,0,0,0,0,0,0,0,-0.3127,0,0,0,-0.3004,0.4596,0,0,-0.1362,0,0
"angry",0,0.2952,0.7331,0,-0.5384,0,-0.7381,0.2054,0.2599,0,0,0.455,0,-0.4015,-0.2991,0,0,0,0,0,0.8074,0,-0.9225,0,0,0,0.1212,0,0,0,0,-0.1582,0,-0.7549
"sick",0,0,0.4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.1609,0,0,0,0,0,0,0,0,0,0.1739,0.4768,0
