"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0.5546,0,0,-0.2946,0,0,0,0,-0.347,0,0.6675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0.2596,0,0,0,0.3882,0,0,0,0,0,0,0,0,0,4e-04,0,0.3175,0,0,0,0,0,0,-0.1965,0,0,0,0,0,0
"E_EnerLev",0,0.1853,0,0,0,0,0.7916,0.178,0,0,0,0,0,0,0,0,0,0,0,0.1093,0,0,0,0,0,0,0,0,0,0,-0.1904,0,0,0
"A_Cmpn",0,0,0,0,0,-0.2279,0,0,0,0.1895,0,0,0,0.1477,-0.619,0,0,0,0,-0.1592,-0.4926,0,0,0,-0.4333,0,0,-0.7589,0.3176,0.647,0,0.4387,0,0.3475
"A_Rspct",0,0,0.5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1613,0.2315,0,0,0,0,0,0,0,-0.2113,-0.2025,0,0
"A_Trust",-0.2552,0,0,0,0,0,0,0,0,0,0.1904,0,0,0,0,0,0,0,-0.482,0,0,0,-0.051,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0.9692,-0.2554,-0.4885,0,0,0,0,0,0,0,0,-0.7667,0,0,0,0,0,0,0,0,-0.1679,0,0,-0.2457,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,-0.2288,0.3044,0,0,0,0,0,0,0,0,0,0.4318,0,0.4421,0,0,0,0,0,-0.4242,0,0,0
"C_Rspnbl",-0.5203,0,0,0,0,0,0.3264,0,0,0,-0.1158,0,0,0,0,0,0,0,0,0.4816,0,0,0,0,0,0.086,-0.3213,-0.2915,-0.3299,0,0,0,0,0.4923
"N_Anxty",0,0.2991,0,0,0,0,-0.4179,0,0,0,0,0,0,0,0,0,0,0,-0.3966,-0.1482,0,0,0,0,0,0,0.2491,0,0,-0.2116,0,0,0.3101,0
"N_Depr",0,0,0,0,0.1558,0,0,0,0,0.0611,0,0,-0.1239,0,0,-0.2027,0,0,0,0,0,0,0,0.2905,0.2379,0.5483,0,-0.4232,0,0,0,0,-0.2442,0.6439
"N_EmoVol",0,0,0,0,0.4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1521,0,0,0,0,0,0,0,-0.4016,0,0,0,0,0
"O_IntCur",0,0,0,0.2092,0,0,0.2525,0.2394,0,0,0,0.3941,0,0,0,0.2602,-0.3189,0,0,0,0.168,0,0,0,0.4873,0.1931,0,-0.4323,0,-0.4043,0,0,0,0
"O_AesSens",0,-0.086,0.077,0.2174,-0.3439,0.3286,0,0,0,-0.3006,0.3633,0,0.8141,0,0,0,0.7138,-0.3701,-0.0595,0,0,0.2695,0,0,-0.7816,-0.7905,-0.1126,0.8221,0,0.2887,-0.3115,-0.3071,0,0.0074
"O_CrtvImag",0,-0.3985,0,0.8673,0,0,0.1858,0,0.2608,0,-0.1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3295,-0.0567,0,0
"angry",0,0.2488,-0.5531,0,0,-0.2159,0,0.3116,-0.1728,0,0,0.2508,-0.1664,-0.1176,0,0,0,0.103,-0.4545,0.2942,-0.2733,-0.4538,-0.1236,0,0.1533,0.165,0.4427,0,-0.356,0,-0.0509,0.0251,0,0.3316
"sick",-0.123,0.1607,0,0,0,0,0,-0.3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3089,0,0.261,0
