"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0.072,0,0,0,0,0,0,0.1221,0,0,0,0,0,0,0,0,0.1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951,0,0
"E_Assert",0,0,0,0,0,0.1718,0.1583,0,0,0,0,0,0,0,0,0,0,0.157,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0.1368,0.2011,0,0.1385,0,0,0,0,0,0,0,0,0,0,0.1155,0,0,0.1397,0,0,0.1356,0,0.195,0.1048,0,0,0,0,0
"A_Cmpn",0,0,0.121,0,0,0,0,0.1195,0,0,0,0,0,0,0.1133,0,0,0,0,0,0.1215,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0.1129,0,0,0,0,0,0,0.0624,0,0,0,0.1123,0.0805,0.1125,0,0.1069,0,0,0,0,0.1499,0,0,0.0987,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763,0.0837,0.1078,0,0,0,0,0,0.0682,0.0814,0,0.0793,0,0
"C_Org",0,0,0.3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1573,0,0.1226,0,0,0,0,0.1974,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.0935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1108,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0.0753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1135,0,0,0,0,0,0.0821,0.1454,0
"N_Anxty",0,0,0,0,0,0,0,0,0.1143,0,0,0,0,0,0.1807,0,0,0,0,0,0,0,0,0,0,0,0.1361,0,0,0,0,0,0,0.1032
"N_Depr",0.0593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533,0,0,0.0585,0.052,0,0.0646,0,0,0,0.0879,0.1228,0,0,0,0,0,0.0652
"N_EmoVol",0,0,0.1277,0,0,0,0,0,0,0,0,0,0,0.071,0.1295,0,0,0.1493,0.1045,0,0,0,0.1569,0.1442,0.1377,0,0,0,0.1062,0,0,0,0,0
"O_IntCur",0,0.088,0,0,0.1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267,0,0.1179,0,0
"O_AesSens",0,0.1283,0,0,0,0,0,0,0,0,0,0,0,0,0.1723,0,0,0,0,0,0,0.1671,0,0,0,0,0,0,0,0,0.1047,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0.3731,0,0,0,0,0,0.3683,0,0.1478,0,0,0,0,0,0,0,0,0,0,0.1284,0,0.0947,0.1769,0,0
"angry",0,0.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2024,0,0,0,0,0,0,0,0,0,0.1499,0.1745,0,0,0.1105,0.0734,0,0,0.1243
"sick",0,0,0.0529,0,0.0566,0,0,0.0563,0,0,0,0.0436,0.0502,0,0.0653,0,0,0.0605,0,0.0572,0,0,0,0,0,0,0,0,0,0,0,0.0529,0.0994,0
