"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0.3462,0,0,0,0,0,0,0,0,0,0,0,0.4308,0,8e-04,-0.2112,0,0,0,0,0,0,0,0,0,0,0.2336,0,-0.3974,-0.2639,0
"E_Assert",0.3976,0,0.3101,0,0,0,0,0,0,0,0,0.1792,0,-0.2448,0,0,0,0,0.1217,0,0,0,0.2004,0,0,0,0,0,0,0.417,0,0.2588,0,0
"E_EnerLev",0,0,0,0.3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1752,0,0,0,0,0,0,-0.3982,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0.3482,0,0,0.4018,0,0,0,0.1512,0,0,0,0,0,0,0,-0.0202,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903,0,0,0,-0.1892,0,0,0,0,0,0,0,-0.3288
"A_Trust",0.2411,0,0,0,0.3584,0,-0.3661,0,0,0,0,0,0,0,0,0,0.2413,0,0,0,0,0.2054,-0.0538,0,-0.3148,0,0,0,0,0,0,0,-0.2578,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3704,0,0.0333,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0.1586,0,0,0,0,0,0,0,0,-0.4871,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3418,0.2935,0,0,0,0,0,0,0,0
"C_Rspnbl",-0.2029,-0.3639,0,0,0,-0.1404,0,0.3601,0,0,0,0,0.5323,0,0,0,-0.1411,0,0,-0.2734,0.316,0.5315,0,0,0.1969,-0.3985,0,0.2184,0,-0.0929,-0.1491,-0.1517,0,-0.4
"N_Anxty",0,0,0,-0.1959,0,0.3161,0,0,0,0,0.1935,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0.357,0,0.0828,0,0.2988,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0.2002,0,0,0,0,0,0,-0.2233,-0.0129,-0.5417,0,-0.1387,0,0,0,0,-0.0623,0,0,0,-0.2946,0,0
"N_EmoVol",0,0,0,0.254,0,-0.3795,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3839,0,0,0,0,0,0,0,0,-0.0462,0,0,0,0,0
"O_IntCur",0.1351,0,0,0,0,0,0,0,-0.1049,0.0635,0,0,0,0,0,0,0,0,0,0,0,-0.1802,0.3289,0,0,0.2635,0,0,0.2865,0.1406,0,0,0,0
"O_AesSens",0,0,0,0,0,0.1485,0,0,-0.5195,-0.2455,0,0,0,0,-0.2262,0,0,0.267,0,0,0.1567,0.2556,0,0,0,0,0,0.1825,0,0,-0.2846,0,0,0
"O_CrtvImag",-0.2674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0
"angry",-0.2074,0,0,0,0,0,0,0,0,0,0.3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2929,0.0153
"sick",-0.2703,0,0,0,0,0.0425,0,-0.0439,0.5599,0.041,-0.293,0.3017,0.1052,0.1367,0.002,0,0,-0.2282,0,0,0.0842,0,-1.0495,-0.1889,0.3194,0,-0.102,0,-0.3789,0.2382,0.58,0.2535,-0.0082,0.8232
