"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0.1509,0,0,0,0,0.2387,0,0,0.2351,0,0.1326,0,0,0,0,0.1178,0,0,0,0,0.2364,0,0.2208,0,0,0,0,0,0.1381,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0.1079,0,0,0,0,0,0.13,0,0,0,0,0,0,0.1526,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0.1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872,0.1206,0,0,0,0,0,0,0,0,0,0,0,0,0.1995,0.0747
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.0779,0,0,0,0,0,0,0,0.1234,0,0,0,0,0.0883,0,0,0,0,0,0,0,0
"A_Rspct",0.065,0.0769,0.1099,0,0,0,0,0,0,0,0,0.1241,0,0,0,0,0,0,0,0,0,0.1158,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.0434,0.0552,0,0,0,0,0.06,0,0,0.0581,0,0,0.0614,0,0,0,0,0,0,0,0,0,0.1063,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0.3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.1007,0,0,0,0.2418,0,0,0,0,0,0,0,0,0.2449,0,0,0,0,0,0,0,0.1366,0.1909,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0.0651,0,0,0,0.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1412,0.119,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0.1233,0,0,0,0,0,0,0,0,0,0.1495,0,0,0,0,0,0.2198,0,0,0.1404,0.1346,0,0,0.1228,0.111,0,0,0
"N_Depr",0.0531,0,0,0,0,0,0,0.1042,0,0,0,0.093,0,0,0.0684,0,0.0663,0,0,0,0,0,0,0,0,0.0974,0,0.1543,0.097,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1142,0,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0.0983,0,0,0,0,0,0.234,0.0889,0,0,0,0.1662,0,0,0,0,0,0,0,0,0.1049,0,0,0,0
"O_AesSens",0,0,0,0,0.1267,0,0,0.1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1655,0,0.1234,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0.1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1384,0,0,0,0,0,0.1469,0,0
"angry",0,0,0,0,0.1732,0,0,0.2368,0,0.2133,0.3009,0,0,0.1328,0,0.3965,0,0.1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1294
"sick",0,0.0058,0.0084,0,0,0,0.0107,0,0.0091,0.0069,0,0.0185,0,0,0,0,0.006,0,0,0.0109,0,0,0,0.0092,0.0178,0.0091,0,0,0.0117,0.0089,0,0,0.0208,0
