"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0.2998,0,-0.3649,0,0,0.155,0,0,0,0,0,0,-0.3107,0,0,-0.3136,0,0,0,0,0,0,0,0,0,-0.2237,0.2524,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0.2004,0,0,0,0,0.58,0,0,-0.0961,0,0,0,0,0,0,0.3755,0,0,0,0,0,0,-0.3147,0.2427
"E_EnerLev",0,0,0,0,0,0,-0.4736,-0.3306,0,0,0,0.5322,0,-1.0155,0,-0.3423,0,0,0,-0.0513,0,0,0,0,0,0,0,0,0,0,0,0.4181,0,0
"A_Cmpn",0,0.3172,0,0,0.1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2238,0,0,0,0,0,0,0,0,0,0,0,0,-0.2354
"A_Rspct",0,0,0.13,0,0,0,0,0.1365,0,0,0,0,0,-0.1958,0.3044,0,0,0,0,0,0.1201,-0.0115,0.2019,0.2636,0,0,0.1835,-0.6166,0,-0.0714,0.5042,0,0,0
"A_Trust",0,0,0.4258,0,0,0,0,0,-0.3376,0,0.4515,0,0,0,0,0,0,0.2834,0,0,0,0,-0.0329,0,0,0,0,0,0,0.6329,0,-0.1702,0,-0.6147
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0.3967,0,0,0,0,0,-0.4429,-0.2625,0,0,0.0173,0,0,0.2738,0,0,0,0,0,0,0
"C_Prdctv",0,-0.1489,0.6774,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,-0.3363,0,0.4492,0,-0.091,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.5094,0,0,0,-0.0611,0,0,0.2597,0,0,0,0,0,0,0,0,0,0,0,0,0.0879,0,0,0,0,0,0.3094,0,0
"N_Anxty",0,0.3899,0,0,0,0,0,0,0,0,0,0,0,0.0951,0,0.618,0.6906,0,0,0,-0.1889,-0.3721,0,0.4729,0.1693,0,-0.2231,0,0,0,0.3267,0.2203,-0.218,-0.2355
"N_Depr",0.4771,0,0,0,0,0,0,0,-0.3629,0,0,0,0,0,-1.0017,0,0,0,0,-0.27,0,0,0,0,0.4564,0,0,0.2193,0,0,0,0,0,0
"N_EmoVol",0,0,0,-0.2,0,0,0,0,0,0,0.4394,0,0,0,0,0.1855,-0.6858,0,0,0,0,0,0,0,0,0,0,0,0.4688,-0.3858,0,-0.4022,0,0
"O_IntCur",0,0,0.5116,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4682,0,0,0.2771,0.2985,0.3805,0.4548,-0.267,0,0,0,-0.7965
"O_AesSens",0,0,0,0,0,0,-0.7559,0.4913,0,0,0.3073,0.1386,0.7761,0,0,0,0,0,0,0,0,0,0,0,0.3264,0,0,0,0,0,0.2777,0,0,0
"O_CrtvImag",0,0,0,0,0,0.4889,0,0,0,0,1.1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322,0,0
"angry",-0.1397,0,0,0,0,0,0,0.193,0,0,0,0.6491,0,0,-0.4979,0,0,0,0,0,0,0,0,-0.4481,0,0.2018,0,0,0,-0.4287,0,0,0,0.1963
"sick",-0.0952,-0.4508,0.7362,-0.1821,-0.2965,-0.4111,-0.1058,0,-0.4445,-0.5347,0.2437,-0.2672,-0.3588,0.2318,0,0,0,-0.1528,0,-0.3582,-0.149,0.3837,-0.2333,-0.188,0,0.3984,0.4855,0,0.7671,0.3561,0,-0.6472,0.192,-1.3521
