"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0.7414,0,0,0,0,0,0,0,0,0,-0.3447,0,0,0,0,0,-0.0736,0,0,0.2057,0,0,0,0,0,0,0.3951,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0.6145,0.6733,0.3234,0,0,0,0,0,0,0,0,-0.024,0,0,-0.3393,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.336,0,0,0,0,0.1769,0.2727,0,0,0,0,0,0,0,-0.266,0,0,0,0,-0.0981,0,-0.1371,0,0,0,0,0,0,0,0.2152,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1001,0,0,0,0.1772,0,0,0,0,0,0,0,0,0.2124
"A_Rspct",0,0,0,0,0,0,0,0,0.2794,0,-0.3409,-0.474,0,0,0,0,0,0,0,0,0,-0.1525,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,-0.6944,0,-1.0143,0,0,0,0,0,0,0,-0.9216,-0.3925,0,0,0.3913,0,0,0,0,0,0.3996,0,0
"C_Org",0,0.3598,0,0,0,0.3686,0,0,0,0,0.6371,0,0,0,0,0,0,0,0,0,-0.2506,0,0,0.2216,0.4824,0,0,0,0,0,0,0,0,0
"C_Prdctv",-0.485,-0.4651,0,0.3105,0,0,0,0,0,0,0,0,0.2792,-0.2113,0,0,-0.5263,0,0,0,0,0,-0.476,0,0.3179,0,0.492,-0.4212,0,0,0,0,0,0
"C_Rspnbl",0,0,0,-0.2531,0,0,0,0.4747,0,0,0.1638,-0.4514,0,0,0,-0.4024,0.1735,0,0,0,0,0,0,0,0,-0.1674,0,0,0,0,0,0.3426,0,0
"N_Anxty",-0.2526,0,0,0,0,0,0,0,0,0,0,0,0,-0.2103,-0.3679,-0.1753,0,0,0,0,0,0,0,0,0,0,0.1138,0,0,0,0,-0.2349,0,0
"N_Depr",-0.239,0,0,-0.1952,0,0,-0.8244,0,0,0,0,0,0,0,0,0,0,-0.3784,0,0,0,0,0,0.2427,0,0,0,-0.1259,0,0,0,0,0,0
"N_EmoVol",0,0.3753,0,0,0.4025,0,-0.2942,-0.6923,0,0,0,0,0.1293,0.2802,0,0,0,0,0,-0.4757,0,-0.05,0,0,-0.2391,0,0,0,-0.4285,0,0.2359,0,0,-0.2917
"O_IntCur",0,0,0,0,0,0.4774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2041,0.2149,0,0,0.0581,0,0,0,0
"O_AesSens",0,0,0,0,0,0.6464,0,0,0,0,0,0,0.3007,0,-0.3298,0,0,-0.5236,-0.3378,0.2059,0,0,-0.3515,0,0,0.4675,-0.2494,-0.491,0.264,0,-0.4352,0,0,0
"O_CrtvImag",0,-0.2287,0,0.3673,0,-0.5883,0.202,0,0,0,0,0,0,0,0,0,0.1738,0,0,0,-0.2649,-0.2493,0,0,0.2221,0,0,0,0,0,0,0.0818,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1855,0,0,0,0,0,0,0,0,-0.373,0,0,0,0,0,0,0,0,0,0,0.0014
"sick",0,0,0,0,0,0,0,0,0,0,0,0.1374,-0.1802,0.2143,0,0,0,0,0,0,0,0,0,0,0,-0.4321,0,0,-0.2843,0,0,0,0.5542,0
