"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0.1041,0,0,0,0,0,0,0,0,0,0,0.0795,0.2307,0,0.0978,0,0,0,0.1701,0,0.0994,0,0,0,0,0,0,0,0,0,0.078
"E_Assert",0.1047,0,0,0.1184,0,0,0.1602,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1105,0,0,0,0,0,0,0,0,0,0,0.1275,0,0,0,0,0,0,0.0937,0.1908,0,0,0,0.0989,0,0,0,0,0,0.077,0,0
"A_Rspct",0,0,0,0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483,0.0902,0,0,0,0,0.1089,0,0,0,0.0565,0,0,0
"A_Trust",0,0.0943,0.0952,0,0,0,0,0,0,0,0.1065,0,0.0831,0,0,0,0,0,0,0,0,0,0.1507,0,0,0,0.1909,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0.2657,0,0.0815,0.1473,0,0,0,0,0,0,0.1431,0.125,0,0,0.1229,0,0,0,0,0,0.1002,0,0,0,0
"C_Prdctv",0.1727,0,0,0.1822,0,0.3119,0.2276,0,0,0,0,0.1253,0,0,0,0,0,0,0,0,0.1932,0,0,0,0.1217,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0.1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1214,0,0,0.088,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.041,0,0,0,0,0,0.0208,0,0,0,0,0.0246,0,0.0304,0,0,0.0453,0,0.031,0.018,0,0.0687,0,0.0242,0,0,0,0,0.0241
"N_Depr",0,0,0,0,0.2804,0.2492,0,0.0744,0,0,0,0,0,0,0,0.2408,0,0.1142,0,0,0,0,0,0,0.0644,0.1188,0,0.098,0.0782,0,0.1354,0,0,0.0765
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1441,0,0,0,0,0
"O_IntCur",0,0.2438,0,0,0,0,0.2392,0.1135,0,0.3706,0,0,0,0,0,0,0,0,0.1976,0,0,0,0,0,0,0,0,0,0,0.1489,0.1953,0,0,0
"O_AesSens",0.0765,0,0.0668,0,0.1283,0,0,0,0.0707,0,0,0.0488,0,0,0.0514,0,0,0,0,0,0,0.1274,0,0,0.0407,0.0773,0.1604,0,0,0,0.0746,0,0,0
"O_CrtvImag",0,0,0,0.1078,0.1915,0,0.1148,0,0,0,0.097,0,0.0885,0,0,0,0,0.1144,0,0,0,0.1844,0.1729,0,0.0689,0.1027,0,0,0.0744,0,0,0.0947,0,0
"angry",0,0,0,0,0,0.2499,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1683
"sick",0.0089,0,0.0136,0.0105,0.0127,0.0122,0.0177,0,0,0,0,0,0.0065,0.0116,0.0065,0,0,0,0.0093,0,0.0087,0.0198,0,0.0084,0.0048,0,0,0,0,0.0085,0,0.0114,0.0297,0
