"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,-0.1525,0,0,0,0,0.0062,0,0.15,0,0,0,0.5084,0,0.1115,0,0,0,0,0,0,0,0,0,0,-0.2789,0,0,0,-0.2562,0
"E_Assert",0.1938,0,0,0,0,0,0,0.1423,0,0,0,0,-0.0101,0,0,0,0,0,0.0645,0,0,0,0,-0.1455,0,0.3057,0.1937,0,0,0,0,0,0,0
"E_EnerLev",0.0493,0,0,0,0,0,0,0,0.2956,0,0,0,0,0,0,-0.2014,0,0,0,-0.0445,0,0,0,-0.291,0,0,0,0,0,0.1805,0,0,0,-0.3351
"A_Cmpn",0,0.1981,0,0,-0.1201,0,0,0,0,-0.1526,-0.2672,0.1929,0,0,-0.1896,0,0,0,0,0.1734,-0.0473,0,0.2696,0,0.1892,0,0,0,-0.2211,0,-0.381,0,0,0
"A_Rspct",0,0,0,0,0,0,0.3228,0,0,0,-0.459,0,0,0,0,-0.2616,0,0,0,0.3955,0,0.0182,0,0,0,0,0,0.2812,-0.174,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0.1654,0,-0.4237,0,-0.2115,0,0,-0.8228,0,0,0.2215,0,0,-0.0159,0,-0.1613,0,0,0,0,0,0,0,0.3986,0.4265
"C_Org",0,0,0,0,0,0,0,0,0.2257,0,0,0.2271,0.2012,0,0,0,0,0,0,-0.1261,-0.2065,0,0,0.0689,0.2549,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,-0.1481,0,0,0,0,0,0,0
"C_Rspnbl",0.308,0,0,0,0,0,0,0,0,0,0,0.0586,0,0.2971,0,0,0,0,0,0,0,0,0,0,0,-0.0576,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0.3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1942,-0.0952,0,0,0,0,0,-0.2091,0
"N_Depr",0,-0.1644,0,0,0.1673,0,0,0.2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154,0,0,0,0,0,0.2497
"N_EmoVol",0,0,0.1938,0,0,0,0,0,0,0.2787,0.1338,0,0,-0.1817,0,0,0.1985,0,0,0,0,-0.5262,0,0.4059,0,0,0,0,-0.068,-0.3171,0,0,0,0
"O_IntCur",0,0.392,0,-0.1523,0,0,0,-0.2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3783,0,0,0,0,0,0,-0.0276,0,0,0.2954,0
"O_AesSens",0.2234,0,0,0,0,0,0.1612,0,0,0.0905,0,0,0.2561,0,0,0,0,-0.2124,0,0,0.2113,0,0,0,0,0,0,0.2688,0,0,0.2219,0,0,0
"O_CrtvImag",0,0,0,0,-0.1336,0,0,0,0,0,0,0,0,-0.3488,0,0,-0.26,0,0,0,0,0,0,0.3577,0,0,0,0,-0.1415,0,0,-0.2794,0,0
"angry",0,-0.1858,0,-0.3361,0,0.419,-0.4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3312,0,0,0,0,0,0,0,0,0,0,0.0615,0.4279
"sick",-0.3918,0.16,0.3658,0,0,-0.3052,0,0.12,-0.2567,0.2689,0,0.205,0,-0.2904,-0.3092,0,-0.1582,0,0,-0.1247,0,0,-0.3058,0,-0.1383,0.3348,0.4541,-0.4288,-0.59,0,0,0.0911,0.9036,0
