"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.0275,0,0,0,0,0,0.0222,0.0454,0.0257,0,0.0284,0,0,0,0,0,0,0,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0.0356,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189,0.0273,0,0,0,0,0.0339,0,0,0,0,0,0,0,0,0,0,0,0,0.0723,0
"A_Cmpn",0,0,0,0,0,0.0291,0,0,0,0,0,0,0,0,0.0492,0.0466,0,0,0,0,0.0303,0,0.0328,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0.0114,0,0.0158,0,0.025,0,0,0,0,0.0223,0,0,0,0,0.0379,0,0.02,0,0,0.0195,0,0,0,0,0,0,0
"A_Trust",0,0.0209,0,0,0.027,0,0,0.0105,0.026,0,0,0,0,0,0,0,0,0,0,0,0.0275,0,0.0257,0,0,0.0222,0,0,0,0.0105,0.0133,0.0202,0,0.0073
"C_Org",0.0442,0,0,0.0463,0,0,0,0,0.0464,0,0,0,0.0491,0.0339,0,0,0,0,0,0,0,0,0,0.0449,0,0,0,0,0,0,0.0444,0,0,0
"C_Prdctv",0,0.1684,0,0,0,0,0.047,0,0,0,0.057,0,0.0244,0,0,0.0881,0,0,0,0,0,0.0782,0,0,0.0323,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0.0931,0.1832,0,0,0,0,0.271,0.024,0,0.0867,0.0724,0,0.1246,0,0,0,0.0804,0,0,0,0.0434,0,0,0,0
"N_Anxty",0.0454,0,0,0,0,0,0,0,0.1039,0,0,0.0493,0,0,0.0702,0,0,0,0,0.046,0,0.0775,0.059,0,0.0274,0,0.0358,0,0.0611,0,0,0,0,0
"N_Depr",0,0,0.0322,0.0457,0,0.0697,0,0,0.1105,0.0562,0,0.0419,0,0,0.0465,0,0,0,0,0,0,0.0631,0,0.0406,0,0,0,0.041,0.0516,0,0,0,0,0.0188
"N_EmoVol",0.0234,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,0,0.0232,0,0.0371,0,0,0,0,0,0,0.0323,0.0139,0.0164,0,0,0
"O_IntCur",0,0,0.0851,0,0.1175,0,0.1774,0,0,0,0.1382,0,0,0,0,0.2659,0.032,0,0,0.094,0.1377,0,0,0,0,0,0,0,0.1398,0.0519,0.0627,0,0,0
"O_AesSens",0,0.0392,0,0.0606,0.0531,0,0,0.021,0.0435,0,0,0,0,0,0.0642,0,0,0.0487,0.0487,0,0,0,0,0.0388,0,0,0,0.0443,0,0.0218,0.0286,0,0,0
"O_CrtvImag",0,0.0345,0,0.076,0,0,0,0,0,0.0406,0,0,0,0.0374,0,0,0,0,0,0,0,0.0539,0,0,0,0,0,0,0,0.0188,0,0.0383,0,0.0151
"angry",0.1404,0,0,0,0.7788,0,0,0,0,0.1278,0,0,0,0,0,0,0,0.2114,0,0,0,0,0,0,0,0,0,0.176,0.1721,0,0,0,0,0.0942
"sick",0,0,0,0.045,0,0.0411,0.037,0,0.0577,0.0392,0.0693,0,0.0253,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.0312,0.0377,0,0.0247,0,0,0.0899,0
