"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231,0,-0.2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",-0.2071,0,0,0,0.5004,0,0,-0.0513,0,0,0.1946,0,0,0,0,0,0,0,-0.429,0,0,0,0,0.2277,0,0,0,0,0,0.3546,0,0,0,0
"E_EnerLev",0.2216,0.1911,0,0.288,0,0,0.2999,0.2176,0,-0.1502,-0.4127,0,0,0,0,0,0,0,0,0.5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,-0.4704,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1149,0,0,0,0,0,0,0,0,0,0,-0.2693,0,0
"A_Rspct",0,0,0,0.2995,0,0,0,0,0,-0.3119,0,0,0,0,0,0,0,-0.2652,0,0,0,0.0632,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0.408,0,-0.1972,0,0,0,0,0,0,0.247,0,-0.2993,0,0,0.0713,0,0,0,0,0,0,0,0,0,0,0
"C_Org",0.2223,0,0,0,0,0,0,0,0,0.5302,0,-0.9356,0,0,0,0,0,0.581,0,0,0,0,0,0.1317,0,0,0,0,0,0,0,-0.2799,0,0
"C_Prdctv",0.3793,0,-0.5399,0,0.5145,-0.4452,0,0,0,-0.4485,0,0,0,-0.1611,0,-0.3675,0,0,0,0,0,0,0,0,0.1839,0,0,0,0,0,0,-0.2051,0,0
"C_Rspnbl",0,0.3415,0,0,0,0,-0.1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1973,0,-0.3435,0,0,0,0,0,0
"N_Anxty",0,0,0,-0.4376,0,0,0,0,0,0,0,0,-0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2006,0,0,0.2505,0,-0.2268,0,0
"N_Depr",0,0,0.2608,0,0,0,-0.5099,0,0,0.46,0,0,-0.6005,-0.3334,0,0,0,0.2037,0,0,0,0,0,0,0,0,0,0.3806,0,0,0,-0.5438,0,-0.4657
"N_EmoVol",0,0,0,0,-0.0279,0,0.8866,-0.6992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0927,-0.5891,0,0,0,0
"O_IntCur",0,0,0,0.3049,0,0,0,0,0.3839,0,0.3965,0,0,-0.1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2071,0,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1671,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,-0.4621,0,0,0,0,0,0,0,0,0,0.2662,0,0,0,0,0,0,0,0,0,0,0,-0.2509,0,0
"angry",0,-0.2047,0,0,0,0,0,0,-0.2458,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665
"sick",0,0,0,0,0.0536,0,0.191,0,0.2302,-0.3513,0,0,-0.1371,0,0,0,0,-0.1305,0.0582,0,0.2702,0.4556,0.4019,0.2096,0,0,0,0.845,0,0,0,0.0258,0.0246,0
