"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,0,0,0.529,0,0.3806,0,0,0,0,0,0,0,0,0.0546,-0.13,0,0,0,0,0,-0.4219,0,0,0,0,0,0,0,0,-0.2371
"E_Assert",0,0,-0.2153,0,1.259,0,0,0,0,0,0.411,0,0,0,0,0,0,0,-0.0466,0,0.2365,0,0,0,0,0,0,0,0,0,0,0.2826,0,0.2902
"E_EnerLev",0,0.2965,0,0,0,0,0,0,0,0,0,-0.1421,0,0,0,0.1432,-0.2413,-0.3829,0,0.1881,0,-0.2548,0,0.3748,-0.1471,0.2995,0,0.2093,-0.225,0.1318,0,-0.3238,0,0
"A_Cmpn",0,0,-0.2335,0,0,0,0,0,0,0,0,0,-0.1528,0,0,0,-0.4439,0,0,0,-0.1887,0,0,0,0,0,0,0,0,-0.1545,-0.1253,0,0.1356,-0.3606
"A_Rspct",0,-1.1774,0,0,0,0.5295,0,0.2148,0.7207,0,0,0,0,0,0,0,0,0.3268,0,0,0,-0.0414,0,-0.3666,0,0,0.4268,-0.3492,0.4296,0,0,0,0.1936,-0.2245
"A_Trust",0,-0.2591,0,0,0,0,-0.1528,0,0,0,0,0,0.2703,0,0,0,0,0,0,0,0,0,0.2078,0,0,0,0,0,0,0,0,0.314,0,0
"C_Org",0,0,0,0,0.338,0,0,0,0,-0.2071,-0.3813,0.4926,0,0,0,0,-0.1929,-0.1369,0,0,0,0,0,-0.0322,0.1618,0,0,0,0,0,0,0,0,0.6092
"C_Prdctv",0,0,0,0,0,0.1737,0,0,0,-0.3133,0,0,0,0.1043,0.48,0,0,0,0,0,0.3023,0,0,0,-0.4299,0,0,0,-0.1647,0,0,0,0,0.3054
"C_Rspnbl",-0.2121,0,0.1178,0.1281,0,0,0,-0.2213,0,0,0,0,0.3259,0,0,0,0,0,-0.1933,0,0,0.3565,-0.2445,0,0,-0.0682,-0.2042,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0.2569,0,-0.3838,0,0,0,-0.3449,0,0,0.3754,0,-0.2515,0,0,0,0,0.1023,0,0,0,0,0,0,0
"N_Depr",0,-0.4629,0,0,0.2455,0,0.5786,0,0,0,0,0,-0.1509,-0.1522,0,0,0.3579,0,-0.0978,0,0.5212,0,-0.1697,-0.1836,0,0,0,0.2681,0.2606,-0.1982,0,-0.2067,0.7112,0.3151
"N_EmoVol",-0.1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2621,-0.375,0,0.1828,0,0,0,0.1493,-0.3948,0,0,0.3931,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2927,0.1072,0,0,0,0,0,0,-0.4099,0,0,0,0,-0.1678,0,-0.2612,0,0,0,0
"O_AesSens",0,0.1074,0,0,0.1414,0,0,0,0,0,0,0.1208,0,0,0,0,0,0,0,0,0,0,0,-0.2158,0.2733,0,0,0,0,0,0.3873,0,0.2704,0
"O_CrtvImag",0,-0.1969,0,0,0,0,0,0,0.3978,0,0,0.4907,0,0,0,-0.4392,-0.1478,0,-0.173,0.1887,-0.2579,0,0.457,0.2948,0,0,0,0,0.3882,0,0,-0.2089,0,0
"angry",0,0,0,0,0,0,0,0,-0.2319,0.5005,0,0,0,0,0,0,0,0,0.3127,0,-0.2325,0,-0.1383,0,0,-0.2843,0,0,0,0,0,0,0,-0.1773
"sick",0,0,0,0,-0.0824,0,0,0,0,0,-0.2615,0,0,0,0.4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574,0.4027
