"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","sick","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","sicklag","angrylag"
"E_Scblty",0,0,0,0,-0.2122,0,0,0.2209,0.1959,-0.2486,0,0,0,0,0,0,0,-0.0611,-0.2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1501,0,0,0,0,0,0,-0.2339,0,0,-0.451,0.3013,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0.03,0,0,0,0.3104,0.2181,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2203,0,-0.3241,-0.2211,0,0,-0.0898,0,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,-0.1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2433,0,0,0,0,0.2139,0,0,0,0,0,0,-0.187,0,0,0,0
"C_Org",0.2139,-0.1315,0,0,0.2037,0,0,0.256,0,0,0.2777,0,0,0,-0.2005,0,0,0,0,0,0,0,-0.2271,-0.3319,0,0,0.1609,0,0,0,0,0,-0.41,0
"C_Prdctv",0,0,-0.251,0,0,0,0,0,-0.2238,-0.6588,0,0.5958,0,0,0.4947,0,0,0,0,0,0,0,0.2578,0,-0.0107,-0.3421,-0.3797,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2881,0,0,-0.2579,0,0,0,-0.1292,0,-0.2991,0,0,0,0.1994,0,0.4286
"N_Anxty",0,0,0,0,0,0,0,0.5742,-0.2371,0,0,0,0,0,0,0,0,0,0.2032,0,-0.247,0,0,0,0,0,0.4871,0,-0.3194,0,0,0,0,0
"N_Depr",0,-0.2361,0.829,0,-0.462,0,-0.444,0.823,-0.3961,0.7045,0,0.5852,0.3476,0,0,0,1.5446,0,-1.1231,0,0,-1.349,0,0,-0.3851,0,0,-0.6513,0.4951,0.5751,0,0,0,0.7024
"N_EmoVol",0.1923,0,0,0,0,0,0,0,-0.3324,0,-0.5357,0,-0.2054,0,0,0,0.4389,0,0,0,0,0,0,0,0,0,0,0,-0.0708,-0.3165,0,0.5017,0,0
"O_IntCur",0,0,0,0,0,-0.2059,0,0,0,-0.1834,0,0,0,0,0,-0.5121,0,0,0.2781,0,0,0,0.3007,0,0,0,0,0,-0.2632,-0.1068,0,0,0,0.2149
"O_AesSens",0,0,0,0,0,0,0.2935,0.2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2088,0.1202,0,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,-1.2267,0,0,0,0,0,0,0,-0.4113,-0.2946,-0.2989,0,0,0,0,0,0,0,0,0,0,-0.1122,0,0
"angry",0,0,0,0,0.151,0,0,0,0,0,0,0,-0.3614,0,0.7176,0,0,0.238,0.3235,-0.2944,-0.3575,0.4983,0,0,0,0.3597,0,0,0.2233,0,0,0,0,0.187
"sick",-0.2326,0.3447,0.1492,0.2346,0,0,0.074,-0.1027,-0.3372,0,-0.1402,-0.2417,0,-0.0859,0,0,0,0.1157,0,0.1118,0,0,0,0,0,0,0.3907,0.3261,-0.1289,0,0,0,0.4899,0
