"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0.4244,0,0,0,-0.1268,0,0,0,0,-0.1033,0,0,0,0,0,0.4666,0,0,0,0,0.1937,0,0,0.3843,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,-0.1011,-0.2657,-0.0857,0.5962,0,0,-0.0122,0,0,0,0,0,0,0,0,0,0,0,0.1091,0,0
"E_EnerLev",-0.1521,0,0,0,0.2552,0.6139,-0.4687,0,0,0,0,0,0,0,0,0,-0.5133,-0.1743,-0.3371,0,0.1375,-0.1165,0,0,0.2042,-0.3707,0.0431,0.2665,0,0.5814,0,-0.1018
"A_Cmpn",0,0,0,0,0,0,0,0,0,-0.2877,0,0,0,0,0,0,0,-0.1189,0,0.0087,0,0,0,0,0,0,0,0,-0.2335,0,0,0
"A_Rspct",0,0,0,0,0,0,-0.5372,0,0.2496,-0.3024,0,0,0,0,0,-0.2924,0,0,0,-0.35,-0.2197,0,0,0,0,0,0,0.1656,0,0,0,0
"A_Trust",0,0,-0.7272,0,0,0,0,0.3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353,0.2729,0,0,0.1663,-0.7471,-0.3278,-0.2868,0.1991,0,0
"C_Org",1.1356,0.2598,0,-0.52,0.7308,-0.028,0,0,0,0.0608,-0.6642,0.0529,1.2182,-1.2453,-0.9252,0.2946,0,0.2776,0.7063,-0.7382,0,-0.4617,-1.4646,0.0117,0.8287,0,0.0894,-0.7059,-0.4935,0,-0.9336,0
"C_Prdctv",0,-0.1674,0,0.4488,-0.2107,0,0,0,0,-0.3306,0,0,0,-0.4018,0,0,0,0,0,0,0,0,-0.1982,-0.474,0,0.2458,0,0,0,0,0,0.1543
"C_Rspnbl",0,0,0,0,0,0,-0.3108,0.3934,0,0,0,0.1572,-0.4131,0.166,0,0,0,0,0,0,0,0,0,0,0.0186,0,0,0,-0.2065,0,0,-0.4482
"N_Anxty",0,0,0,0,0,0,-0.2077,0,0.5961,0,0,0.1184,0,0,0,0,0,0,0,-0.2931,-0.4613,0,0,-0.2531,0,-0.2351,0.2288,0,0,0.2565,0.3172,0
"N_Depr",0,0,0,-0.2771,-0.0393,0.1146,0,0,0,0,0,0,0,0,0,0.4939,-0.1946,0,0,0,0,0,0,0,0,0,0.1351,0,-0.3088,0,0,0
"N_EmoVol",0,0,0,0.192,-0.1654,0,0,0,0,0,0,0,0,0,0,0.3829,0,0,0,0,0,0,0,0,0.2271,0,0,-0.1093,0.327,0,0,0
"O_IntCur",0,0.2843,0.4269,-0.4872,-0.2903,-0.5318,-0.5709,0,0.9568,0,0,-0.5144,0,-0.4443,0,0,0,0,0.0303,-0.7359,0,0,0,0,0,0,-0.5762,0,0.1287,0,0.6073,0.2033
"O_AesSens",0,0.2366,-0.5013,0,0.6114,0.801,0.4701,0.4055,0,0,0,0.1922,0,0,0,-0.6504,-0.6419,-0.2231,0.2879,0,0.223,-0.1642,0,0,0,0,0,0,-0.409,0.5294,0.4712,0
"O_CrtvImag",0.3577,-0.3775,-0.3977,0.1984,0.3075,0,0,0.2163,0,0,0,0,0,-0.1708,0,0,0,0.1273,0,0.4002,0,0,-0.2553,0,0,0,0,0,0,0.4427,-0.2305,-0.2774
"angry",0,0,-0.2782,0,0.5939,0,0,0,0,0,0,0,0.2357,-0.021,-0.3419,0,-0.4445,0,0,0,0,0.0886,0,0,0,0,0,0,-0.4091,0.4377,0,-4e-04
