"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0.2062,0.1605,0.1642,0,0,0.1573,0,0.3051,0,0.142,0,0,0.1949,0.0934,0,0.0909,0,0.1976,0,0,0,0.1656,0,0.2485,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.1059,0.2023,0.173,0,0.2696,0,0,0.145,0,0,0,0.1043,0,0,0,0.1798,0,0,0,0.1597,0,0,0,0.1453,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0.3291,0,0,0,0,0.7383,0,0,0.1997,0.2077,0,0.3469,0,0.2276,0.4429,0.3413,0,0.6422,0,0.2293,0,0,0.5934
"A_Cmpn",0,0,0,0,0,0,0.0612,0.1701,0,0,0,0.0948,0.0593,0,0,0,0.0586,0.057,0,0.1381,0,0,0,0,0,0,0.1802,0,0,0,0,0.1103
"A_Rspct",0,0,0.0782,0,0,0,0,0,0,0,0.2655,0,0,0,0.1595,0,0,0.0776,0,0.175,0.1357,0.1331,0,0,0,0,0,0,0.0956,0,0.1196,0
"A_Trust",0,0,0,0.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1116,0.1038,0,0,0,0,0,0,0,0.092,0.0976,0.105
"C_Org",0,2.2591,3.1066,5.7365,4.8759,0,0,0,0,0,0,0,0,5.0371,9.652,0,5.1766,0.5963,0,1.2175,3.1972,1.8878,0.6995,8.5251,2.7926,2.9352,9.7006,3.1193,7.0213,2.1228,1.1964,9.0643
"C_Prdctv",0,0,0,0.1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972,0,0,0.1198,0,0,0,0,0,0,0,0.0938
"C_Rspnbl",0,0,0,0,0,0,0,0.137,0,0,0.1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1275,0,0,0,0,0,0,0
"N_Anxty",0.0693,0,0,0.1686,0.1241,0.1105,0,0,0,0,0.1873,0.1215,0,0,0,0,0,0,0.0742,0,0,0,0.0822,0,0,0.1159,0,0,0.0782,0,0.1244,0
"N_Depr",0,0,0,0,0.0874,0,0,0,0,0,0,0,0.0526,0,0,0.0663,0,0.0433,0,0,0,0,0,0,0.0682,0,0.1022,0.0545,0,0,0,0
"N_EmoVol",0.0859,0,0,0,0,0,0,0.175,0.1276,0.1538,0,0,0,0.101,0,0,0,0,0,0.1664,0.1348,0,0,0,0,0,0,0.1031,0,0.103,0,0
"O_IntCur",0.1384,0,0,0,0,0,0,0,0,0,0.2899,0,0,0,0,0,0.1187,0,0,0.2008,0.1772,0,0,0.1913,0,0.1526,0.2596,0,0.1096,0,0,0
"O_AesSens",0,0,0.0777,0,0.1485,0,0,0,0.1278,0,0,0,0,0,0,0,0,0.0912,0,0,0,0,0.0999,0,0,0,0,0.1133,0,0.1184,0.1299,0
"O_CrtvImag",0,0,0.1229,0,0,0,0.2874,0,0,0,0,0,0,0,0,0,0.1188,0,0,0,0,0,0.1765,0,0,0,0,0.2005,0,0,0.2015,0.2809
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2167,0,0.0849,0.1067,0,0.1366
