"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0.606,0,0,0,0,0,0.5323,0,-0.1006,0,0.2758,0,0,-0.1561,0,0,0,0,0,0.705,-0.7461,0,0,0,0,0
"E_Assert",0,0,0,0,-0.186,0,0,0,0,0,0,0,0,0,0,0.208,0,-0.2112,-0.2032,0.2998,0,0,0,-0.2476,0.4963,-0.214,0,-0.2997,0,0,0.235,0.1177
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,-0.3804,0,0.3867,0,0,0,-0.1685,-0.0971,0,0,0,0,0.2683,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,-0.2243,0,0,0,0,0.2551,-0.3426,0,0.1744,0,0,-0.1411,0,0,0,-0.2417,0,0,0,0,0.3814,0,0,0,0,0,0,0
"A_Rspct",0.2242,0,0,0,0,0,0,0,-0.2122,0,-0.3008,0,0,0,0,0,0,0,0,0,-0.0077,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0.1641,0,0.1463,0,0,0,0,-0.1686,0,0,0,0,0,0,0,0,0.2815,0.0725,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0.2267,0,0,0.4279,0,0,0,0,-0.4419,0,-1.2157,0.2406,0,0,0,0,0,0,0.3362,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151,-0.2017,0,0,0,0,0,0.1789,0
"C_Rspnbl",0,0,0,0,0,0,0,0.365,0,0,0,0,0,0,0,0,-0.2398,0,0,0,0,0.1621,0,0,0.1783,0,0,0,0,-0.343,0,0
"N_Anxty",-0.2968,0,0,0,0,0,0,0,0.2272,0,1.0198,0,0,0.35,0,0,0,0,0,0.2403,0,0,0,0,0,0.2667,0.4678,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,-2.5138,0,0.211,-0.242,0.207,0,0.9957,-0.944,0,0,0,0.3974,0,0,0,0,0,1.8244,-0.6423,0,0,0,0
"N_EmoVol",0.3918,-0.3369,0.0959,0,-0.0849,0.3431,-0.6062,-0.0652,0,0.3907,-0.0706,0,0,0,0.2484,0.592,0.0821,-0.6771,-0.2549,0,-0.3254,0,0,-0.3254,0.095,-0.6693,0.3123,-0.2659,0,0.3958,-0.3273,0.2711
"O_IntCur",-0.2505,0.3966,0,0,0,0,0.394,0,0.0962,0,0,-0.185,0,0.375,0,0,0,0.4204,-0.4606,0,0.2739,0,0,0,0,0,0,0,-0.2381,0,0,-0.3568
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,-0.3093,0,0,0,0,0,0,0,0,0.2015,0,0,0,0,0,0,0,0.2429,0.0023,0,0.2148
"O_CrtvImag",0.816,0,0,-0.5263,0,0,0.8141,0,0,0,0,0,0.4644,0.4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1924,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3726,0,-0.1726,-0.4674,-0.2298,0,0,-0.2173,0,0.2162,0,-0.2503,0,0.1546
