"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,-0.0905,0,0,0,0,0,-0.1034,0,-0.431,0,0,0.2169,0.158,0,0,-0.0368,0,0,0,0,0,0,0.0541,0,0,0,0,0,0.2835,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1447,0,0,-0.0875,0,0,0,0,0,0,0,-0.2223,0,0,0,0,0,0
"E_EnerLev",-0.3874,0,0,0,0,0,-0.0383,0,0.5206,0.6315,0,0,0.2398,0,0,0,0,0,0.2303,0,0,0,0.2658,0,0,0,-0.2791,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,-0.2103,0,0,0,0.1384,0,0,0,0.7459,0,0,0,-0.4355,0,-0.1889,0,0,0,0,0,0,0,-0.2587,0,0,0,0
"A_Rspct",0.1361,0,0,0,0,0.3009,0.0951,0.1846,0,0,0,0,-0.11,-0.2133,0,0,0,0,0,0,-0.0759,0,0,-0.1901,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0.0835,0,0,0,0,0,0.5559,0,-0.154,0,0,-0.2704,0,0,0,-0.043,0,0,0,0.37,0,-0.1935,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,-0.299,0,0,0,0,0,0,0,0,0,-0.1614,0,0.3407,-0.0273,0.2031,0,0.1677,-0.1856,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,-0.1837,0,0,0,0,0,0,0,0,0,0.276,0,0.0288,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0.2079,0,0,0,0.1631,0,0,0,0,0,0,0,0,0,-0.1977,0,0,0,0,0,0,0,0,-0.1021,0,0,0,0,0.3843,0,0
"N_Anxty",0.6457,0.2315,-0.7832,0,-0.2474,0,0.4121,0,0,0,0,0.433,0,0,0.3261,0.2215,0,0,0,0,-0.2497,0,-0.178,-0.577,0.2849,0.4442,0.3789,0,0.2704,-0.2258,0,-0.6168
"N_Depr",0,0,0,-0.1913,0,0,0,0,-0.1268,0.1931,0,0,0,0,0,0,0,0,0,0,0,-0.2869,0,0,0,0,0.3872,0,0,0.4001,0,0
"N_EmoVol",0,0,0,0,0.1681,0,-0.2415,0,0,0,0,0,0,0,0,0.6228,0,0,0,0,0,0,0,0,0.2682,0,-0.2324,-0.0355,0,0,0,0
"O_IntCur",0,0,0,0,0,-0.4256,0.1434,0,0,0,0,-0.2558,0,0,0,0.1574,0,0,0,0,0.3215,0,0,0,0,0,0,0,-0.0222,0,0,0
"O_AesSens",0,-0.3756,-0.2818,-0.6916,0,0,0.2235,0,0,0,0,0.256,-0.1615,0,0,0,0,0,0,0,0,0,0,0,0,-0.1935,0,0,0,-0.0671,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0.2948,0.111,0,0,0,0,0,0,0,0,0,0,0.1826,0,0,0,0,0,0,0,-0.2054,0,0,-0.0743,0
"angry",0,0,0,0,0,0,0,0,0,0,0,-0.3412,0,0,0,0,0,0,-0.2001,0,0,0,0,0,0,0,0,0,0,0,0,0.64
