"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0.0986,0,0,0,0,0,0.1998,0,0,0,0,0,0,0,0.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0.0746,0,0,0,0.0696,0,0.0848,0.1236,0.104,0,0,0.1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0.1137,0,0,0,0,0,0,0,0.1874,0,0,0.098,0,0,0,0,0,0.2167,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0.1697,0,0,0,0.1186,0,0,0,0,0,0.1214,0.1079,0,0,0.1152,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1303,0,0.0731,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0.0604,0.0631,0,0,0.088,0,0,0,0.1223,0,0,0.0566,0,0,0.1164,0,0,0.141,0,0,0,0.0746,0,0,0,0,0.0828,0,0.0952,0.2003,0,0
"C_Org",0,0,0,0,0,0,0,0.0875,0,0,0.0546,0,0,0,0.136,0,0.095,0,0,0,0,0,0.0833,0,0.151,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428,0,0.0887,0,0,0,0.1437,0,0,0.1088,0,0,0,0,0,0,0.2156,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1306,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0.1361,0,0,0.3078,0,0,0,0,0,0,0,0,0,0.1365,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1374,0,0,0,0,0.1207,0,0,0.1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379,0,0,0,0,0,0,0,0,0,0.2278,0,0,0.0967,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1467,0,0,0,0,0.08,0,0,0,0,0,0,0,0.0823,0,0.108,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1167,0,0
"O_CrtvImag",0,0,0.0492,0.064,0.0787,0,0,0,0,0.0579,0,0,0.0658,0,0,0,0,0,0.0777,0,0,0,0,0,0,0.0721,0,0,0,0,0.1409,0
"angry",0.0831,0.1154,0,0,0,0,0.0886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379
