"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3263,0,0.0798,-0.2803,0,0,0,0,0,-0.6233,0,0,-0.8018,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0.3088,0,0,0,0,0,0,0.1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,-0.3849,0,0,0,0,0,0,0,0,0.2661,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0.3161,0,0,0,0,0,0,0.5076,0,0,0,0,0,0,0,0.1685,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,-0.3744,0,0,-0.4841,-0.2096,0,0,0,0,0,0.6592,0,0,0,0,0,0,0,0,0,0,0.5141
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,-0.4019,-0.2016,0,0,0,0,0,0,-0.0483,0,0,0,0,0,0.2688,0,0,0,0,0,0.5563,0,0,0,0,-0.4946,0,0,0,0.373
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0.6492,0,0,0,0,0,0,0,0,-0.3792,0,0.204,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,-0.3162,0,0,0,-0.5204,0,0,0,0,0,0,0,-0.6361,0,0,0,0,-0.4176,0,0,0,0,0,0,0
"N_Anxty",0,-0.3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1616,0,0.3932,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,-0.5565,0,-0.1868,0,0,0,0,0,0,0,0,-0.5799,0,0,-0.1866,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,-0.539,0.5628,0,0,0,0.1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4512,0.2813,0,0,0,0
"O_IntCur",0,0,0,0,0,0.4529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6199,0.0083,0,0,0
"O_AesSens",0,0,0,0,0,-0.4529,0,0,0,0,-0.4054,0,-0.4046,0,0,0,0,0,0,0.4928,0,0,0,0,0,-0.4056,0,-0.2401,0,-0.1582,0,0
"O_CrtvImag",0,0,0,0,0,0,0.6875,0,0,0,0,0,-0.3169,0,0,0,0,0,-0.5594,-0.3931,0,-0.5781,-0.8946,0,0,0,0,0,0.802,0,-0.0958,-0.3863
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4354,0,0,0,0,0,0,0,-0.3576
