"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0.1873,0,0,0,0,0.1023,0,0.1285,0,0.3503,0.1855,0.1678,0.1219,0.1152,0.2043,0.1468,0,0,0.0882,0,0
"E_Assert",0.083,0,0.1657,0,0,0.1489,0.1233,0.1065,0,0.225,0.1171,0,0,0,0,0,0,0.1444,0,0,0,0,0,0,0,0,0,0.1313,0,0,0,0
"E_EnerLev",0,0.2088,0,0.1088,0,0,0,0,0,0.1645,0,0,0,0.0692,0.1284,0,0.0803,0,0.096,0.0729,0,0.1254,0.1186,0,0,0.1349,0.1199,0.1826,0,0,0,0
"A_Cmpn",0,0,0.2325,0,0,0,0,0,0,0,0.1821,0.3229,0,0,0,0,0,0,0,0.131,0,0.2215,0,0.1621,0,0,0,0.2307,0,0.1079,0,0
"A_Rspct",0,0,0,0.0521,0,0,0,0,0,0,0,0,0,0,0,0.1216,0,0.0673,0.0575,0,0.1426,0,0,0.053,0,0.0806,0.0615,0,0,0.038,0,0
"A_Trust",0.0808,0.142,0,0,0,0,0.1073,0,0.0766,0,0.111,0,0,0,0,0,0,0.1289,0,0.0695,0,0.1127,0.1297,0,0.0799,0,0,0.1225,0.1149,0.0696,0,0.1459
"C_Org",0.0771,0,0,0,0,0,0,0.0919,0,0,0,0,0,0.0623,0,0,0,0,0,0,0,0,0.1224,0,0,0,0,0,0,0.0625,0,0.1058
"C_Prdctv",0,0,0,0,0,0,0,0,0.2211,0.2487,0,0,0,0,0,0.2055,0,0.2394,0.1987,0,0,0,0.2097,0.1728,0.1426,0.2117,0,0,0,0,0.2409,0
"C_Rspnbl",0,0,0,0,0,3.3835,0,2.4422,0,0,0,2.6588,0,1.7486,1.2829,2.5673,0,0,2.3366,2.343,0,0.9208,3.1304,0,0.6472,1.2678,0,0,0,0,0,2.0268
"N_Anxty",0,0.2839,0,0,0,0,0,0,0,0,0,0,0,0.0695,0,0,0,0,0,0,0,0,0,0.0874,0,0.1306,0,0,0,0,0,0
"N_Depr",0.0302,0.0215,0.0251,0.0195,0,0,0.0281,0,0.0217,0.0179,0,0.0628,0.0418,0.0104,0.0221,0,0.0096,0.0251,0.0158,0.0301,0.0863,0.0294,0.0448,0.0243,0.0144,0.043,0.0441,0.0274,0.0141,0.0153,0.0319,0.058
"N_EmoVol",0,0,0,0.0959,0,0.1262,0,0.0976,0.0832,0.1172,0,0,0,0,0,0,0.0815,0.1179,0,0,0,0.1094,0,0,0,0.1199,0,0.1546,0,0,0,0.1021
"O_IntCur",0.1009,0,0,0.0956,0,0,0,0,0,0.1775,0.1898,0,0,0.0888,0.154,0,0.1069,0,0,0,0,0.1686,0.1852,0,0,0,0,0,0.1691,0.0882,0,0.1487
"O_AesSens",0,0,0,0,0,0,0,0.2251,0,0,0.2105,0.2985,0,0,0.4268,0,0,0,0.199,0,0,0,0,0.1846,0,0,0,0.265,0,0.1435,0,0
"O_CrtvImag",0,0,0,0,0,0.1204,0,0,0,0,0.1009,0,0,0.1145,0,0.1019,0,0,0,0,0,0.1331,0,0.0932,0.0922,0,0.1151,0,0,0.065,0.1486,0
"angry",0.0824,0,0.102,0.0625,0.3835,0,0.0985,0.0959,0.1007,0.1383,0,0,0,0,0.1179,0,0,0.138,0.1029,0,0,0,0,0.1256,0.0757,0,0.1293,0,0.0891,0,0.1781,0.0991
