"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,-0.1985,0,0,0,0,-0.498,0,0,-0.2176,0,0,0.3004,0.1147,0,0,-0.2282,-0.3172,0,0,0,0.6251
"E_Assert",0.4782,0,0,0.119,-0.2303,0,0,0.1679,-0.3093,0.2551,0,-0.1575,0.1507,0,0,0,0,-0.431,0,-0.2095,0,-0.3106,0.3334,0,0,-0.3057,0.0818,0,0.2134,0,0,0
"E_EnerLev",0,0.1915,0,0,0.455,0,0,0,0,0,0,0,0,0.1982,-0.2105,0,0,0,-0.1101,0,-0.2669,0,0,0,0.1995,0,0,0,0.2235,0.3071,0,0
"A_Cmpn",0,0,0,0,-0.2458,0,0,0,0,0,-0.3309,0,0,0.4683,-0.2077,0,0,0,0,-0.1068,0,0,0,0,0,0,-0.205,0,0,0,0,0
"A_Rspct",0,0.5871,0,0,0,2.5645,0,0,0,0,0,0,0,0.498,0,-1.1172,0,0,-0.8949,0,0.8129,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",18.9757,0,-4.84,2.2091,-19.7874,0,0,-4.3691,-5.0803,0,-14.6164,0,0,0,1.6915,0,17.0352,0,-15.0651,9.7864,4.0237,-7.0705,-1.1783,0,0,7.0204,3.0648,4.3136,0,-4.6654,0,-15.4787
"C_Org",0,0,0,0,-0.3167,0.4799,0,0,0,0.0412,0,-0.1828,0,0,0,0,0,0,0,0,0,0,0.0454,0.3132,0,0,0,0,0,-0.1475,0,0
"C_Prdctv",0,0,0,0,0,-0.07,0,0,0,-0.6777,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1111,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0.1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3161,0,0,0,0,0,0.5051,0.1926,-0.141,0.3066,0,0,0,0
"N_Anxty",-0.4808,0,0,0,0,0,0.5542,0.4079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4441,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.4025,-0.3363,0,0,0,0,0,0,0,0,0,0,0,0,-0.4264,0,0,0,0,0.2284,0,0.2259,0.0416,0,-0.1805,0,0,0
"N_EmoVol",0,0,0,0,-0.2681,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2552,0,0.2525,0,0,0,0,0,0,0.0713,0,0,0,0
"O_IntCur",-0.3516,0,0,0,0,0,0,0,0,0,0,0,0,0.9882,0,0,0,0,0,0,0,0,0,-0.4885,0,-0.404,0.3719,-0.9195,0.1118,0,-0.2498,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,-0.6668,0,0,0,0,0,-0.2304,0,0,0,0,0,0,0,0,0.3561,0,0.4177,0,-0.2166
"O_CrtvImag",0.2829,0,0,0,0,0,-0.2647,0,0,0,0,0,0,0.3925,0,0,0,0,0,0,-0.3184,0,0,0,0,0,0,0,0,0,0.1949,0
"angry",0,0.204,-0.1449,0,-0.1689,0,-0.5193,0,0,-0.0656,0.3049,0,0,0,0,0,0,0,0,0,0,0,0.4831,0.427,0,0,0,0,0,-0.5198,0,0.1469
