"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0.1702,0,0,0,0,0,0,0.0898,0.1118,0,0,0,0,0.1007,0,0.146,0,0.1371,0,0,0,0.0982,0,0.1237,0,0,0,0,0.1023,0,0
"E_Assert",0,0,0.0603,0.0307,0.0565,0,0,0,0,0.0926,0.0694,0.0386,0,0.0548,0,0,0,0.1087,0.0505,0.0285,0,0,0,0.0682,0.0539,0.0729,0,0.0593,0,0.054,0,0.0409
"E_EnerLev",0,0,0,0,0.0752,0,0,0,0,0,0,0,0,0,0,0,0,0.2011,0.1102,0,0,0,0,0,0.0985,0.1355,0,0.0823,0,0,0.1204,0
"A_Cmpn",0.2587,0,0.2058,0,0.1532,0,0,0,0,0.2678,0,0.2073,0,0,0,0.1555,0,0,0.3038,0.1192,0.1749,0,0,0,0,0,0.3201,0,0,0.2295,0,0
"A_Rspct",0,0,0.7116,0,0,0,0.9446,0,0,0,0,0.3907,2.9206,0,0,0,0.5564,0,0.699,0,1.0513,0,0,0,0,0,0,0,0,0,1.599,1.0195
"A_Trust",0,0,0,0,0.08,0,0,0,0,0,0.1249,0.1004,0,0,0,0,0,0,0,0.0591,0,0.1331,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0.2328,0,0,0,0,0.1298,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1371,0,0,0,0,0,0,0,0,0.1287,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0.2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1509,0,0,0,0,0,0,0
"N_Anxty",0,0.1632,0,0.0484,0.0816,0,0,0.0679,0.1113,0,0.1115,0,0,0,0.1024,0,0.1109,0,0,0,0,0,0.087,0.1058,0,0.1045,0,0.0952,0,0,0.12,0.0594
"N_Depr",0,0.1799,0.1138,0,0,0,0,0,0,0,0,0,0.118,0.0978,0.2062,0,0,0,0,0,0,0,0,0,0,0,0.1378,0,0.1186,0,0,0
"N_EmoVol",0,0,0.1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1321,0.2044,0.1245,0,0,0,0,0,0.1083,0.1537,0.1522,0.0921,0,0,0,0.07
"O_IntCur",0,0,0,0,0.446,0,0.273,0.1738,0.2203,0,0,0.175,0,0,0,0,0.3268,0,0,0,0,0,0,0,0,0,0,0,0.3028,0,0,0
"O_AesSens",0,0,0,0.0523,0,0,0,0,0,0,0,0,0,0,0.1367,0,0,0,0,0,0.0977,0,0.1371,0,0.1198,0,0,0,0,0.1114,0,0.0813
"O_CrtvImag",0,0.1767,0.1283,0,0,0,0.1003,0,0,0,0.2594,0,0.1446,0,0,0,0,0,0,0.0543,0,0,0,0,0,0,0,0,0,0,0.1457,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0.1153,0.1662,0,0,0,0,0,0,0,0,0,0,0.1493,0,0,0,0,0,0.1263,0,0.1075
