"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0.2185,0.0981,0.2489,0,0.1566,0,0.6016,0,0.1935,0,0.3131,0,0,0.3038,0,0.2325,0,0,0,0.2353,0,0,0,0,0.181,0,0.1916,0.3208,0.1473,0,0.2719
"E_Assert",0,0,0,0,0,0,0,0,0,0,0.0775,0,0.1608,0,0,0,0.1048,0.13,0,0.1014,0.1377,0,0.0997,0.1475,0.0634,0,0.0789,0.0795,0,0,0,0
"E_EnerLev",0,1.6996,0,0,0,0,0,1.1085,0,0,0,0,2.0911,0,0,0,0.7481,0,0.4078,0,0,0.9857,0,1.0779,0,0,0,0,0.7861,0.5363,0,0
"A_Cmpn",0.1147,0,0,0,0,0,0,0.1351,0,0,0.0791,0,0,0,0.0974,0,0,0.1094,0.0611,0.1063,0.1042,0,0.0815,0.1428,0.0675,0,0.0736,0,0.1207,0.0637,0,0
"A_Rspct",0,0.0915,0,0.0817,0,0,0,0.1949,0.0481,0,0,0.1088,0,0.0504,0,0,0,0,0.058,0.0957,0.1059,0.0717,0,0,0.0604,0.0788,0,0,0,0.0563,0.0734,0.0883
"A_Trust",0,0.1429,0,0,0,0,0,0,0,0,0,0,0.1236,0.0815,0,0.1262,0,0.1491,0,0.1104,0.1364,0.1031,0,0,0,0.0965,0.096,0.0964,0.1157,0.0763,0.0721,0.1062
"C_Org",0.2155,0,0.1021,0,0.2466,0.1755,0,0,0,0.2084,0.1814,0.1519,0.1543,0,0,0,0,0,0,0.1856,0,0.1575,0.1346,0.2287,0.115,0.1344,0,0.1892,0,0,0,0.1531
"C_Prdctv",0.0974,0.091,0.0318,0.0646,0,0.2322,0.1316,0,0.0639,0,0.0432,0.1097,0.0767,0,0.0623,0.1119,0,0,0.0935,0.101,0.0507,0.052,0.1455,0.0809,0.042,0.1547,0,0.1172,0.1041,0,0.1576,0.1469
"C_Rspnbl",0.1501,0,0,0.1702,0,0,0,0,0,0,0.118,0.1861,0.1425,0,0.1517,0.1506,0,0,0,0,0,0,0.1454,0,0.1419,0.1401,0,0,0.1995,0,0.1065,0
"N_Anxty",0,0,0,0.1745,0,0.1462,0,0.2469,0,0,0.1224,0,0.1364,0.1067,0,0,0,0,0,0.1813,0,0.1223,0.1167,0.2267,0,0.1234,0.1369,0.1018,0,0,0.1316,0
"N_Depr",0.254,0,0.1355,0,0,0,0,0,0,0.2077,0,0,0,0.1552,0,0.2678,0,0.307,0.1524,0,0,0,0.1893,0,0,0.1668,0.1842,0,0.2033,0,0,0.1561
"N_EmoVol",0,0,0,0,0,0,0,0,0.158,0.1757,0,0,0,0,0.1921,0.1825,0,0.2352,0.1166,0,0,0.1378,0.1806,0,0.1085,0.1315,0,0.1728,0,0,0,0
"O_IntCur",0.0187,0.0694,0.0155,0.0416,0,0.0405,0.0253,0.1259,0.0531,0.0196,0.0325,0.0391,0,0.0251,0.0434,0.0462,0.0764,0.0929,0,0.0283,0.0154,0.0244,0.0294,0.064,0.0218,0.0244,0,0.0277,0.1332,0.0138,0.0701,0.0263
"O_AesSens",0.2323,0.5863,0.1705,0.4758,0.6169,0,0.2634,0.8663,0.1705,0.5531,0.2306,0.4304,0,0,0.5212,0.3895,0.4678,0,0.251,0.8532,0.3326,0.3005,0.3395,0.7569,0,0.2222,0.6027,0.29,0,0.1953,0.4464,0.3291
"O_CrtvImag",0.1532,0.1544,0.0947,0.121,0.2306,0.1916,0.1243,0,0.0978,0.1474,0.1149,0.1504,0.1465,0,0,0.1933,0.1697,0,0,0,0,0.1243,0,0.1841,0,0.1478,0,0.1682,0,0,0.1031,0
"angry",0,0,0,0.5682,0,0,0,0.7848,0,0,0,0,0,1.0854,0.7252,0,0,0.9421,0,0,0,0.3813,0,1.0793,0.2956,0,0,0.3333,0,0,0,0.5526
