"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0.1531,0.1103,0,0.1474,0,0.1045,0,0,0,0,0,0,0,0,0,0.1862,0.1562
"E_Assert",0,0,0,0.5276,0.2975,0,0,0,0.4218,0,0,0,0,0,0,0,0.2638,0.1269,0,0.3826,0,0,0,0,0,0.3602,0,0,0,0,0,0
"E_EnerLev",0.0864,0,0,0.1742,0,0,0,0.1019,0,0,0,0,0,0,0.1557,0,0,0,0.1509,0,0,0.167,0,0,0,0.115,0,0,0,0,0,0
"A_Cmpn",0.077,0.0468,0.1114,0,0.0609,0,0.0973,0.1,0,0,0.2402,0.0756,0,0.0599,0.1829,0.1348,0.0842,0.0367,0.1091,0.1127,0,0.1468,0,0,0.0984,0,0,0,0,0,0.1629,0
"A_Rspct",0,0,0.1962,0.2498,0,0,0,0,0.1933,0,0.3825,0,0,0.1311,0,0,0,0,0.18,0.1868,0.1791,0,0,0.1905,0,0.2533,0,0,0,0,0,0
"A_Trust",0.0342,0,0,0.0925,0,0,0.0679,0.0476,0,0.0834,0.1864,0.0726,0.0429,0,0,0,0.0359,0.0203,0.0482,0.0477,0.0707,0.0564,0.1236,0,0.0941,0.0864,0.1542,0.0654,0.0383,0.0311,0,0.0649
"C_Org",0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0.1041,0.1218,0,0,0.1318,0,0.1164,0,0,0,0,0.059,0,0.1145
"C_Prdctv",0.1233,0,0,0,0,0,0,0,0,0.1463,0,0,0,0,0,0,0,0,0,0,0,0,0.2189,0.1337,0,0,0,0,0.0878,0,0.1352,0
"C_Rspnbl",0,0,0,0.1944,0,0,0,0,0,0,0,0,0,0,0.1541,0,0.0964,0,0.1405,0.1404,0,0,0,0,0.1522,0,0,0,0,0,0,0
"N_Anxty",0,0,0.1871,0.2813,0,0,0,0.215,0.1911,0,0.6124,0,0.1585,0,0,0,0.1533,0,0,0,0,0,0.3847,0,0.2981,0.2423,0,0,0.123,0,0.255,0
"N_Depr",0.0566,0.027,0,0.0666,0.0704,0,0.0666,0.057,0,0.0905,0,0.0734,0.045,0.0529,0,0,0.0482,0,0,0.0779,0.0678,0.0786,0,0,0,0.0811,0.2101,0,0,0,0.1002,0.0697
"N_EmoVol",0,0.0491,0,0,0,0,0,0.1154,0,0,0,0,0,0,0,0.1459,0,0,0.1421,0,0,0,0,0,0,0.1259,0,0.1278,0.0947,0,0,0
"O_IntCur",0.1712,0,0,0,0.0901,0,0,0.133,0,0,0,0.1357,0,0,0,0,0,0,0.148,0.1551,0,0,0,0.1729,0.1417,0,0,0.1208,0.1118,0,0.1605,0.2057
"O_AesSens",0,0,0,0,0.1818,0.2701,0,0,0,0,0.4977,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1471,0.2394,0
"O_CrtvImag",0,0,0,0.1576,0.076,0,0.1019,0,0,0,0,0,0,0,0,0,0.078,0,0.1026,0,0,0,0,0,0.119,0,0.2136,0,0,0,0.0976,0.1029
"angry",0,0.0412,0,0,0.0712,0.1411,0.1257,0.0946,0.1045,0,0.1766,0,0,0.0862,0,0,0,0,0.1218,0,0,0,0,0,0,0,0,0.1148,0,0.0651,0.1327,0.1377
