"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0.5776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1853,0.2853,0,0,-0.346,0,0.3537,0,0,-0.2305,0,0.2115,0,0.1214,0,0
"E_Assert",0,0,0,0,0,0,0.248,0,-0.0851,-0.0831,-0.4588,0.2835,-0.029,0,0.9395,0,0,0.1654,-0.2332,-0.2503,0,0,-0.3535,0,0.3845,0,-0.2816,0,0,0.375,-0.2504,0.6624
"E_EnerLev",-0.1023,0.0532,0,0,0.2542,0.2395,-0.4667,-0.4342,-0.7444,-0.4211,-0.2363,-1.2774,0,0.0637,-0.3192,0,0,0.7007,-0.5569,-0.2751,0.1107,0,0,0.2631,0,0.8303,0.8227,-0.0246,0,0,-0.1462,-1.0689
"A_Cmpn",0,0,0,0,0,0,0.4318,0,0,0,0,0.0949,0,0,0,0,0,0,0,0.1933,0,0.3126,0,-0.4552,0,0,0,0,0,0,0,-0.2364
"A_Rspct",0.0826,-0.1567,-0.3265,0,0,0,0.051,0.0488,0.2426,-0.2551,-0.2625,0,0,0,0.1011,0,0.5229,0,0,0.455,0.1005,-0.4395,-0.4432,0.1628,0,0,0,0,-0.3,0.2032,0,0
"A_Trust",0.5181,0,0,0,0,0,0,0,0.3569,0,0,-0.291,0,0,0,0,0.2664,-0.156,-0.0144,0,0.172,-0.129,0,0,0,0,0,-0.1898,0,0.1985,0.1653,0
"C_Org",0,0,0,0,0,-0.3665,0,0,0,0,-0.2304,0,-0.569,0,0.4125,0.3682,-0.0127,0,0,0,0.38,0,-0.2228,0.186,0.1788,0,-0.488,0.1797,-0.0896,0.2728,0,0.3467
"C_Prdctv",0,0.131,0.6178,0.2194,0,0,0,0,0,0,0,0,0,0,0.4378,0,0,0,0,0,0,0,0,-0.184,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0.1707,0,0,0,0,0,0,0.1426,0.2912,-0.3777,0,0.2564,0,-0.6376,0.1246,0,0,-0.1495,0,0,0.5667,0.1969,0.0266,0.6921,0.5487,0.7973,0.538,-0.5882,-0.0344,-0.8155
"N_Anxty",0,0,0,0,0,0,-0.3877,0,0,0,0.4416,0,0.259,0,0,-0.2918,-0.4294,0,0.3536,0.2144,0.4226,0,0.1491,-0.3042,-0.4163,0.4371,-0.2632,0,0,0,0,-0.1826
"N_Depr",0,0.2358,0.3218,0,0,0,0,-0.27,0,0.1063,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753,0,0.357,0,0.1385,0,-0.0827,0.0307,0,0
"N_EmoVol",0.5291,-1.8234,1.9407,0,-1.4321,-2.4136,-2.8611,1.693,1.8679,-0.9936,0.3492,0,-1.4734,-2.1748,1.4552,1.162,0,-0.0401,1.3612,0.8373,4.159,0,-2.4,-0.4933,-0.5733,-0.1084,-2.5704,-0.1478,-2.2184,1.8518,0.82,2.8059
"O_IntCur",0,0,0,0.2797,0,0,0,0.1604,0,0,0.4789,0,0,-0.25,0,-0.9331,0,0,0,0,0,0,0,0,0,0,0,0.6107,0.1066,0,0,0
"O_AesSens",-0.1168,0,0,0,0,-0.1854,0,-0.3294,0,0.3195,0,0.4283,0.5438,0,0,-0.608,0,0,0,0,0,0,-0.2135,0,0,0,0,0,-0.3317,0.6124,0,0
"O_CrtvImag",-0.3444,-0.513,0,0,0,0,0,0,0,0,0,0,0,0.777,0,0,0,0,0.6752,0,0,-0.7188,0,0,0,0.4218,0.5027,-0.2207,0,-0.4695,0.343,0
"angry",0.5742,0,0,0,-0.5638,0,0,0.2325,0.7633,1.0013,0.6711,0,0.3425,0.1403,0,0,0.8588,-0.9313,0,0.1545,0,0,-6e-04,0,-0.3246,-0.661,0,0.328,0,0,0.6942,0.2204
