"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0.5312,0,0,0,0,0,0,0.2686,0.2457,0,0,0,0,0.5605,0,-0.2456,0,0,0.2488,0,-0.3667,0.0386,0,0,-0.4427,-0.2781,0.2862,0,0
"E_Assert",0,0,0,0,0,0.2115,0,-0.1483,0.1716,0,0.0915,0.1846,0,0.2393,0,0,0.1939,0.354,0,0,-0.1391,0,0,0,0,0,-0.3103,0,0,-0.2169,0.3478,0.531
"E_EnerLev",0,0,0,0,-0.4077,0.2891,0,0,0,-0.3504,0,0,0,0,0,0.2069,0,0,-0.2842,0.2546,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0.4178,0.2653,0,0,0,0,0,0,0.2684,0,0.5554,0.1521,-0.4968,0,0,0.4328,0,0,0,0,-0.4139,0,0,0,0,0.1861,0,0.2426
"A_Rspct",-0.2876,0,0,0,0,0,0,0,0.4594,-0.1959,0,0,0,0,0.2681,0.6567,0,0,-0.377,0,-0.1458,0,0,0,0,-0.4815,0,0,-0.3689,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3107,-0.3925,0.1684,-0.1516,0.2472,0,0,0,-0.2747,0,0,0,0.2052,0
"C_Org",0,0,0,0.1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,-0.1608,-0.3101,0,0,0,0,0,-0.2166,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,-0.3303,0,0
"C_Rspnbl",0,0,0.333,0,0,0,0.3544,0,0,0,-0.1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1773,0,0,0,0,0,0,-0.2925
"N_Anxty",0,0,0,0,0,0,-0.2824,0,0,0,0,0.1888,-0.3301,0,0,0,0,0,0,0,0,-0.2904,0,0.2427,0,0.0162,0.3636,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1656,-0.2386,0,0,0,0,0,0,0,0,0,0.4675,-0.1637,0,0,-0.2751,-0.2717,0,0,0.2916,0,0,-0.2475,0,0.2347,-0.245,0,0
"N_EmoVol",0,0,0,0,0,0,0,0.1408,0,0,0,0,0,0.2234,0,0,0,0,0,0,0,0.2716,-0.1946,0,0,-0.3861,0,0.5996,-0.2257,-0.1559,0,0
"O_IntCur",0,0,0,-0.0434,0,0,0,0,0,0,0,0,0,0.3769,0.4912,0,-0.1707,0,-0.1086,0.3378,0,0,0,0.4068,0.2973,0,0,0,-0.2817,0,0.2767,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2031,0,0,0,0,0,0,0,0,-0.1297,0,0.1717,0.1863,0,0,-0.1038,0,0
"O_CrtvImag",0.3248,0,0,-0.51,0,0,0.4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3761,0,-0.1677,0
"angry",-1.3894,0,0.1489,-0.2769,-0.5938,0.1022,0,0.6807,0.7083,0.6621,0.0922,-0.0696,0.6605,0,0,0,0.4813,0,-0.5413,0,-0.0515,1.2965,-0.5809,-1.0931,0,-0.736,0.5386,0,-0.3582,0.963,0.0205,0.3909
