"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0.3634,0.2217,0,0,0.2365,0.2088,0.2955,0.1924,0,0,0,0,0.1791,0,0,0.3025,0,0,0,0,0.1648,0,0,0,0,0.1904,0,0
"E_Assert",0,0,0,0.2042,0,0,0,0,0,0,0.2471,0,0,0,0,0,0,0.1397,0,0,0,0,0,0,0,0,0,0.1419,0,0,0,0
"E_EnerLev",0,0,0,0.1711,0,0,0,0,0,0.0995,0,0.0973,0,0,0,0,0,0,0.1184,0,0,0.0887,0,0.1297,0.0725,0,0.1148,0,0,0,0,0.1771
"A_Cmpn",0,0,0,0,0.1283,0,0,0,0,0,0,0,0,0,0,0.1283,0,0,0,0.0903,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0.0858,0,0,0,0,0,0,0,0,0,0,0.0515,0,0,0,0.0551,0,0,0.1042,0.061,0,0,0,0,0,0,0,0,0,0.1139
"A_Trust",0.0045,0,0.0177,0.0373,0.0111,0,0.02,0,0.0053,0,0.0204,0,0.0126,0,0.0121,0,0.0065,0.0075,0.0156,0.0086,0.0124,0.008,0,0,0.0128,0.0089,0.0083,0.0085,0.0144,0.0091,0.0144,0.0135
"C_Org",0,0,0,0,0,0.3679,0,0,0,0.2092,0,0,0,0.1967,0,0,0,0,0.1996,0.3532,0.3011,0,0.2108,0,0,0.1439,0,0,0.1947,0,0.2172,0.333
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615,0.0786,0,0.0678,0,0.1004,0,0.1413,0,0,0.0916,0,0,0,0,0.0695,0,0,0.1444
"C_Rspnbl",0.4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0.2743,0.1901,0,0.2288,0.3768,0.553
"N_Anxty",0.0892,0,0,0,0,0,0,0,0,0,0.1231,0,0,0,0.1413,0.2456,0,0,0,0,0.1784,0,0,0,0,0.1098,0,0,0,0,0.1251,0
"N_Depr",0,0.2648,0,0,0.2183,0,0.2119,0.1604,0,0,0,0.1652,0,0,0,0,0,0,0,0.1628,0,0,0,0,0,0,0.1516,0,0,0,0,0.3543
"N_EmoVol",0.0301,0.0232,0.0494,0,0,0,0,0.0945,0.0342,0.0595,0.0517,0,0.0431,0.0441,0,0,0.0348,0,0.0588,0,0.0841,0.0324,0,0,0,0.0305,0.0481,0.0321,0,0.0364,0.0495,0.053
"O_IntCur",0,0,0,0,0,0,0,0.1418,0,0.1098,0,0.0984,0,0.0827,0,0,0.0956,0,0.1315,0,0.1829,0.0958,0,0,0,0,0.1111,0,0.0881,0.0933,0,0
"O_AesSens",0,0,0,0,0,0.2046,0,0,0.1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1321,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0.0755,0,0,0,0.0882,0,0,0.164,0,0.0896,0,0,0,0,0,0,0,0.083,0.1169,0,0,0,0.1064,0
"angry",0.0347,0,0,0,0,0,0,0,0,0,0,0,0.0477,0,0,0,0,0,0,0,0,0,0,0,0.0373,0,0,0.0415,0.0473,0,0,0.0824
