"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,-0.4141,0,0,-0.4414,0,0,0,0,0,0,0,0,-0.1558,0,0,0,0,0,0.4494,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,-0.4138,0.2625,0,0,0,0,0,0,0,0,0,0,-0.4679,0,0,-0.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.2699,0,0,0,0,0,0.2032,0,0,0,0,-0.1515,0,0,-0.3109,0,-0.4577,0,-0.3028,0,0,-0.2085,0,0,0,0,0,0.3028,0,0,0,0
"A_Cmpn",0,0,0,0,0.3569,0,0,0,0,-0.4161,0,0,0,0,0,0,-0.24,0,0,-0.1485,0,0,-0.2356,0,0,0,0,0,0,0.2895,0,-0.3423
"A_Rspct",0,0,0,-0.0159,0,0.3253,0.4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,1.1596,0,0,0,0,0,-3.546,-1.0904,0,0,0,0,0,0,0,-1.6955,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,-0.3567,0,-0.7163,0,0,0,0,0,0,0,0,0,0,0,0.3701,0.6218,0,0,0,-0.4578,-1.1211,0,0,0.7854,0,0,0,0.715,0
"C_Prdctv",0.8055,0,-0.3462,0.3457,0,-0.2523,0,0,0,0,0,0,0.1718,0,0.3214,0,0,0,-0.3683,-0.1677,0,0,0,-0.0794,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3205,0,0.2339,0.2871,0,0,-0.0244,0,0,0,0,0.3592,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0.2576,0,0,1.1267,0,0,0,0,0.3105,0.548,0.1671,0.2065,0,0,0.3705,0,-0.1715,-0.2671,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0.3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1876,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,-1.7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658,0,0,0,0
"O_IntCur",0,0,0,0,-0.4445,0,0,0,0,0,0,0,0,1.2872,0,0,0,0,0,0,0,0,0,0,0.3573,0.3655,0,0,-0.4056,0,0,0
"O_AesSens",0,0,0,0,0,2.8957,0,0.8673,0,0,0,0,0,0,0,-1.3363,0,0,0,0,0,-0.6429,0,0,0,0,0,-0.4838,0,1.4636,0,-0.7956
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1036,0
"angry",0,0,0,-0.201,0,0,0.5898,0,-0.4208,0,0,0,0,0.6201,0,0,0.1311,0.0486,-0.4886,0.3617,0,0.3736,-0.2065,0,0,0.7174,0,0,0.2535,0,0,0.5423
