"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0.2315,0.2543,0,0.3747,0,0,0,0,0,0,0.1489,0,0,0,0,-0.1051,-0.1824,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0.7269
"E_Assert",0,0,0.3775,-0.2287,0,0,0,0.2559,0,0,-0.8225,0,-0.1911,0,0.5647,0,0.5497,0.423,0,0,0,0,-0.3806,0,0,0.4825,0,0,0,0,0,-0.3683
"E_EnerLev",0,0,0,0,0,0,0,0,0.3877,-0.2704,0,0,0,0,0.2504,0,0,0,-0.0351,0,0,0,0,0,0,0,0,0,-0.4208,0,0,0
"A_Cmpn",0,0,0,0,0,0,0.3638,-0.365,0,0,0,0,0,0,0.2127,0,0,0,0,0.3314,0,0,0,0,0.1685,0,0,0,0,-0.3796,-0.4758,0.237
"A_Rspct",0,0,-0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663,0,0,0,0,-0.371,0,0.2302,-0.4739,0,0,-0.1954
"A_Trust",0,0,0,0,0,0,0,0,0,-0.2482,0,0,0,0.1844,0,0,0,0,0,0,0,-0.012,0,0,0,0,0,0,0,0,0,0
"C_Org",0,1.3403,0.7201,-0.7964,0,0,0,0,2.1243,0,-0.2409,-0.7009,0,0,-1.0368,0,0,-0.6813,0,0,0,0,0.4793,0.7855,0,0,0,0,0,-0.8463,0,0
"C_Prdctv",0,0,0.317,0,0,0.176,0,0,0.2144,-0.1385,0,0,0,0.2144,0,0,0,0,0,0.1844,0,0,0.5317,-0.2884,0,0,0.296,-0.5127,0,-0.427,-0.1285,0
"C_Rspnbl",0,14.2691,0,-1.6375,25.8235,0,-73.5084,0,0,0,-10.039,0,0,-14.4716,0,0,0,0,-22.3039,0,0,0,0,0,-30.0392,0,0,0,0,0,14.2957,0
"N_Anxty",0,0,0,0,-0.2992,0,0,0,0,0,0.1756,0,0,0,0,0,0,0,0,0,0.3592,0,0,0,0,0.0903,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0.1257,0,1.1786,0,0,0.3444,0,0,0,0,0,0,-0.3061,0,0,0,0,-0.0775,0,0,0.2761,0,0
"N_EmoVol",0,1.0361,0,0,0,0,0,0,0,0,-0.3977,0,-0.5579,0,0,0,-0.2745,0,0.4428,0,0,0,0,0,0,0,0,-0.2585,0,-0.2478,0,0
"O_IntCur",0,0,0.1926,0,0,0,0,0,0.1974,0,0,0,0,0,0,0,0,0,0,0,0,-0.1753,0,0,0,0,0,0,0.1915,0,0,0
"O_AesSens",0,-0.2214,0,0.4906,0,0,0,0,0,0,0,0,0,0,-0.1339,0,0,0,-0.456,0,0,0,0,0.3157,0,0,0,0,0,0.3745,0,0.3476
"O_CrtvImag",-0.2343,0,0,0.2482,0.3531,0,0,0,0,0,-0.0732,0,0.2271,0,0,0,0,-0.4352,0,0,-0.3958,0,0.3777,0.2178,0,0,0,0,0,0,0.3253,0.3628
"angry",-0.4264,0.1001,0.0598,0,0,-0.1156,0,0.1111,0,0,0,0.1512,0,0,0,0,0,0,-0.232,0,0,-0.2258,0,0.3043,0,0,0.7301,0.3347,0,0.2006,0,0.2678
