"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827,-0.2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0.1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,-0.3051,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.2099,0,0,0,0,0,0,0,0,-0.3927,0,0,0,0,0,0,0,0.1691,0,0,-0.2409,0,0,0,0,0,0,0,0,0,-0.362
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0.2101,0,0,0,0,0,0.1133,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.2338,0,0,0.246,0,0,0,0,0,0,0,0,0,0.2093,-0.3066,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3174,0,0,0,0,0,-0.1148,0,0,0,0,0,0,0,0,0,-0.3283
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2059,0.1145,0,-0.2441,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,-0.166,-0.3054,0,0,0,0,-0.1966,0,0,0,0,0,0,0,0,-0.185,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863,0,0,0.3054,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1857,0,0,0,0,0,0,0,0,0.1832,0,0,0.2664,0,0
"N_EmoVol",0,0,-0.1921,0,0.2037,0,0,0,0,0,0,0,-0.2076,0,0,0,0,0,0.2285,0,-0.2576,0,0,0,0,0,0,-0.1086,0,0,0,0
"O_IntCur",0,0,0,0,0,0.2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201,0,0,0
"O_AesSens",-0.1835,0,0,0,0,0,-0.2448,0,0,0,0,0,0,0,0,0,0,-0.3637,0,0,0,0,0,0,0,0,0,0,0,0.1528,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0.2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1e-04,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3173,0,0,0,0.0669
