"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,-0.3524,0,0,0.275,0.0367,0.2513,-0.4266,0,1.2457,0,0.0973,0.2182,0.0867,-0.1973,-0.9902,0.8895,-0.4552,0.7448,-0.0084,-0.0575,-1.168,0,0.2648,0,0,-0.5433,0.7782,-0.8169,-0.5714,-0.1341,0
"E_Assert",0,0,-0.6267,0,-0.2315,0,0,0,0,-0.0902,0.2178,-0.2743,0.4038,0,0.2862,0,0,-0.0701,0,0,0.6969,0,0,0,0.1791,0,0,0.2208,0,-0.3278,0,0
"E_EnerLev",0.2194,0.6895,0,0,0,0,0.6548,0,-0.7046,0,-0.3576,-0.9623,0,0,0.3788,0,0,-0.2443,-0.4935,-0.1455,0.4413,0.329,0,-0.3377,0.1667,0.7268,0.2329,0,-0.1309,-0.2254,0,0.7147
"A_Cmpn",0,0,-0.2948,0,0,0,0.1026,0,0,0,0,0,0,0,0,0,-0.2308,-0.2142,0,-0.0998,0,0,0.4617,-0.0925,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0.1541,-0.1357,0,0.4613,-0.1613,0.4891,0,-0.2268,0,0,0.1821,0.0358,0,0,-0.1892,-0.3188,-0.0269,-0.1931,0.1771,0.415,0,0,0,0.2267,0,0,0,0,-0.1829,-0.4161
"A_Trust",0,0,0,0.0864,-0.4806,0,0,0,0.4542,0,0,-0.5782,0,0.0125,0,0,0.175,0,-0.3711,-0.4419,-0.0388,0.6516,0.2973,0,0,0,0,0,-0.5261,0,0,0
"C_Org",0,0,0.0554,0,0.0457,0.4097,0,0,0,-0.0609,-0.2597,0,0,0,0,0.6567,0,0,0.052,0,0,0.3236,-0.4902,-0.1343,0,-0.366,0.1492,-0.18,0.7273,0,0,0
"C_Prdctv",-0.0548,0,0,0.2577,-0.3425,0,0,0,0,0,0,0,0,0,0.2366,0.197,0,0,0.2243,0,0.2121,0,0,0.0815,0,0,-0.1317,0.1567,0,0,0,0.2817
"C_Rspnbl",0,0,0,0,0,0,0,0.13,0,0,0.6808,-0.0918,0,0,0,-0.0692,-0.5901,-0.2994,0,0,0,0,-0.0316,-0.0982,0.4135,0,0,0.4188,0.3328,0,0,0
"N_Anxty",-1.9413,0,0,-0.351,0,0,0,0,0,0,0,0,0,1.4863,0,0,0,0,0,0,0,0,0,0,-0.4948,-0.2713,0,0,0,0,0,0
"N_Depr",0.1624,0.1979,0,0,-0.2739,-0.6368,0,0,-0.4458,-0.0749,0,0,-0.1492,0.4357,-0.0321,-0.413,0.4527,0,0,0,-0.5027,0.4439,0.2549,-0.1645,0,0,-0.1588,0,0,-0.2767,-0.1849,0.5944
"N_EmoVol",0,-0.1672,0,-0.4044,0,0.6053,0.0132,-0.3325,0,-0.2601,0.328,0,0.6314,0,0,0.2329,0,0,0,0.1989,0.3023,0.2263,0,0.3945,-0.4557,0.6203,0,0.2705,-0.2165,0,0.3035,-0.2805
"O_IntCur",0.4165,0,0,0.2428,0,0,0,0,0,-0.1321,0,-0.292,0,0.2852,0,0,0,0.5387,-0.5236,0,0,0,-0.2738,0,0,0,-0.4463,0,-0.0963,0.1934,0.1063,0
"O_AesSens",-0.1112,0,0,-0.3489,0,0,0,0,-0.0779,-0.3139,-0.0994,0,0,0,0,0,0,0,0,-0.4647,0.1428,0,0,0,0,0,0.1895,-0.2168,0.3511,-0.2404,-0.4013,0
"O_CrtvImag",0,0,-0.3146,0,0,0,0,0,0.2586,-0.2703,0,0,0.1918,-0.3906,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1114,0,0,0.0551,0
"angry",-0.0721,0.3575,-0.6412,0,0.1502,0,-0.3557,-0.5314,0,0,0.4019,-0.2567,0.3191,0,0.2531,0,0,0.2515,0.1612,-0.1864,0.5894,-0.1448,0,0.0082,-0.2268,0,0,0,-0.1728,-0.1633,0.4602,0.8292
