"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0.3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702,0,-0.3517,0,0,0,0,0,0,0,-0.056,0,0,0,0,0
"E_Assert",-0.2385,0,0,0,0.5635,0,0,-0.0752,0,0,0.2232,0,0,0,0,0,0,-0.4361,0,0,0,0.1824,0.1804,0,0,0,0,0,0.2792,0,0,0
"E_EnerLev",-0.0758,0,0,-0.0918,0,0,0.3152,0.1317,0,-0.8306,0,0,0,0,0,-0.2306,-0.2447,0,0.4753,-0.2103,0,0,0,0,0,0,0,0.2649,0.5405,0,0.0158,0.5514
"A_Cmpn",0,0,0.5598,0,0,0,-0.7689,0,0,0,-0.4728,0,-0.4848,-0.2355,0,0,0,0,0,0.0013,0,0,0,0,0,0,0.3761,0,0,0,-0.6987,-0.2852
"A_Rspct",-0.1695,0,0,0.3602,0,0,0,0.0729,0,-0.2666,0,0,0,0,0,0,-0.4315,0,0,0,0.0461,0,0,0.4207,0,0,0,0,0,0,0,-0.1141
"A_Trust",0,0,0,0,0,0,0,0,0.5809,0,0.218,-0.2913,0,0,0,0,0.1296,0,-0.1604,0,-0.4834,0.0051,0,0.3841,0,-0.297,0,0,0,0,0,0
"C_Org",0.1607,0,0,0,0,0,0,0,0,0.4911,0,-0.4191,0,0,0,0,0.2964,0,0,0.23,-0.1968,0,-0.1295,0.5062,0,0.5396,-0.3049,0,0,0,-0.185,-0.1991
"C_Prdctv",0.592,0,-0.2073,0,0.614,-0.7805,-0.4748,0,0,-0.3494,-0.6717,0,-0.2336,-0.4798,0,0,0.4548,0,0,0,-0.266,0,0,0.3303,-0.365,0,0,0.3439,0,0,-0.7764,-0.7459
"C_Rspnbl",0,0.4495,-0.2601,0,0,0,-0.2795,0,0,0.0238,0,0,0,0.2719,-0.2017,0,0,0,0,0,0,0,0,0,-0.2918,0.3081,-0.6693,0,0,0,0,0
"N_Anxty",0.198,0,0.2592,-0.2312,0.0587,0,0,0,-0.1312,0,0.2359,0,0.123,0,0,-0.1194,0,0.1503,0,0.1244,0.0666,-0.3784,0.6694,0,0.4263,-0.3639,0,0.7348,-0.1546,0,-0.4061,0
"N_Depr",0,0,0,0.2317,-0.1515,0,0,0.8271,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.3186,0,0,0,-0.1643,0.4553,0,0,0,0,0
"N_EmoVol",0.2287,0,0,0,-0.0036,0,0.4706,-0.7031,0,0,0,0,0,0,0,0,0,0,0,-0.2104,0,0,0,0,0,0,0,-0.0592,-0.3844,0,0,0
"O_IntCur",0,0,0,0.5484,0,0,0,0,0.3373,0,0,0,0,-0.2557,0,0,0,0,0,0,0,0,0,0,0,0,0.1898,0,0.3461,0,0,0
"O_AesSens",0,0,0,0,0,0,0,0,0,0,0,-0.2661,0,0,0.1577,0,0,0,0.2714,0,0,0,0,0,0,0,0.3469,0,0,-0.2372,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,-0.596,0,0.1805,0,0,0,0,0,0,0.3232,0,0,0,0,0,0,0,0,0,0,0,-0.2941,0
"angry",0,-0.0024,0,0,0,0,0,0,-0.3921,0,-0.3117,0.4727,-0.1736,0,-0.2203,0,0,-0.4203,0,0,0,0,0,-0.561,-0.4411,0,0,0.2433,0,0,0,-0.5196
