"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0.0519,0,0,0.1263,0,0,0,0,0,0,0,0,0.1482,0,0,0,0,0,0.1067,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0.0686,0.0633,0,0,0,0,0,0,0,0,0,0,0.0692,0,0,0.0984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.0785,0,0,0,0,0,0.0557,0,0,0,0,0.0596,0,0,0.0816,0,0.087,0,0.0919,0,0,0.058,0,0,0,0,0,0.0581,0,0,0,0
"A_Cmpn",0,0,0,0,0.0415,0,0,0,0,0.1788,0,0,0,0,0,0,0.0971,0,0,0.0867,0,0,0.0728,0,0,0,0,0,0,0.075,0,0.0846
"A_Rspct",0,0,0,0.3292,0,0.2191,0.2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1075,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0.9571,0,0,0,0,0,2.5521,1.2574,0,0,0,0,0,0,0,1.3978,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0.1381,0,0.0949,0,0,0,0,0,0,0,0,0,0,0,0.2115,0.1288,0,0,0,0.1191,0.0898,0,0,0.1048,0,0,0,0.1653,0
"C_Prdctv",0.156,0,0.1556,0.1164,0,0.0797,0,0,0,0,0,0,0.0843,0,0.115,0,0,0,0.1433,0.1573,0,0,0,0.072,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1073,0,0.0474,0.0875,0,0,0.0975,0,0,0,0,0.0919,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0.0135,0,0,0.0365,0,0,0,0,0.0192,0.0339,0.0268,0.0251,0,0,0.0125,0,0.0147,0.0376,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0.1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1989,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,2.3851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2659,0,0,0,0
"O_IntCur",0,0,0,0,0.0693,0,0,0,0,0,0,0,0,0.2525,0,0,0,0,0,0,0,0,0,0,0.1395,0.363,0,0,0.1351,0,0,0
"O_AesSens",0,0,0,0,0,0.6524,0,0.2233,0,0,0,0,0,0,0,0.5113,0,0,0,0,0,0.2103,0,0,0,0,0,0.2123,0,0.4671,0,0.3491
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0
"angry",0,0,0,0.023,0,0,0.0083,0,0.0159,0,0,0,0,0.0114,0,0,0.015,0.0159,0.0167,0.0158,0,0.0114,0.0145,0,0,0.0263,0,0,0.0091,0,0,0.0228
