"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2037,0,0,0.0721,0,0,0,0,0,0,-0.1677,0,0,0.4415,0,0,0,0,0
"E_Assert",0,0,0,-0.236,0,-0.2559,0.3926,0,0,0,0,0,0,0,0,0.5887,0,0.2708,0,-0.1953,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.1984,0,0,0.1234,0.5764,0,0,0,0,0,0,0,0,0,0,0,0,-0.5079,0.0601,-0.1194,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0.3176,0,-0.1891,0,-0.2889,0,0,0,0,0,0,0,0,-0.0809,-0.2751,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,-0.3404,0,0,0.8667,-0.517,0.549,0,-0.3353,0,0,0.5319,0,0,0,0,0,0,0,-0.3886,0,0,0,0,0,0,0.2967,0.2685,0,0,-0.3239
"A_Trust",0,0,0,0,-0.7359,0,0,0,0,0,0,0,0,0,0,0,0,0.3965,0,0,0,-0.0167,0,0,0.3038,-0.2461,0,0,0,0,0,0
"C_Org",0,0,0,0,0.2611,0,0,0,0,0,0,-0.198,0,0,0,0,0,0,0,0,0,0,-0.1569,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2721,0,-0.249,0,0,0,0.199,0.2443,0
"C_Rspnbl",0,0,0,0,0,0.1935,0,0.3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1185,0,0,0,0,0,0,0
"N_Anxty",-0.13,0,0,0,0,0,0,0,0.1447,0,0,0,0,0,0,0,0.1687,0,0,0,0,-0.3156,0,0,0,0.435,0,0,-0.2446,0,0,0
"N_Depr",-0.3417,0,0,0,-0.1997,0,0,0,0,0,0,-0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1852,0,0,0,0,0
"N_EmoVol",0,0.3309,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1456,0,0,0,0,0,0,0,0,0,0,0,0.2418,0,0,0,0
"O_IntCur",0,0,0,0,0,0,0,0,0.175,0,-0.1919,0,0,-0.1782,0.184,0,0,0,0,0.3171,0,0,-0.3002,0.3279,0,0,0,0,0.0697,0,0,0
"O_AesSens",0,0,0,0.1556,0,0,0,0,0,0,-0.1654,-0.1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3087,0,0,0,0.2568,0,0
"O_CrtvImag",0.3707,0.1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1167,0
"angry",0,-0.4202,0,0,-0.4119,0,0,0,0,0,0,0,0.3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543
