"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0.1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2948,0,0,0,0,0,0,0,0,0,0,0,-0.2735,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0.1624,0,0,0,0,0,-0.0949,0,-0.2008,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1283,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0.2997,0,0,0,0,0,0,0,0,0,0,-0.1741,0,0,0,-0.0408,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0,0,0,0,0,0.1535,0,0,0,0,0,0,0,0,0,0,0,-0.0239,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0967,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,-0.1497,0,0,0,0,0,0,0,0,0,0,0,0,0.0379,-0.1834,0.1962,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4441,0,0,0,0,0.1928,-0.2361,0,0,0,0.0722,0,0,0,0,0,0
"N_Depr",0,-0.1671,0,0.1454,0,-0.1325,0,0,0,0,0,0,0,0,0,0.3018,0,0,0,0,0,0,0,0,0,0,-0.0059,0,0,0,0,0
"N_EmoVol",0,0,0.1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0
"O_IntCur",0.1862,0,0,0,0,-0.1998,0,0,0,0,0,0,0,0.1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0
"O_AesSens",0,0,0.1463,0,0,0,0,0.1207,0,-0.1639,0,0,0,0,0,0,0,-0.2061,0,0,0,0,0,0,0,0,0.2339,0,0,0.0121,0.2053,0
"O_CrtvImag",0,0,0,0.1553,0,0.1739,0,0,0,0,0,0,0,0,0,0,0,0,-0.2852,-0.1618,0,0,0,0,0,0,0,0,0,0,-0.034,0
"angry",0,0,0,0,-0.1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1684,0,0,0,0,0,0,-0.2609,0,0,0,0,0.4501
