"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,-0.2372,0,0,0,0,0,0.2167,0,0,0,0,-0.0899,0,0,-0.2347,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,-0.2051,0,0.2007,0,0,0,0,0,-0.2251,0,0,0,0,0,0,0,-0.198,0,0,0,0,0,0.436
"E_EnerLev",0,0,0,0,0,0,0,0,0.2465,0,0,0,0,0,0,0,0,0,-0.201,0,0,0,0,0,0,0,0,0,0.1949,0,0,0
"A_Cmpn",0,0.34,0,0,0,0,0,0.2049,0,0,0,0,0,0,0,0,0,0,0,-0.0171,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0.205,0,0,0,-0.3183,0,0,0,0.319,0,0,0.2869,-0.1628,0,-0.1921,0,-0.14,0,0.0532,0,0,0,0.4163,-0.7512,0.444,0,0,0.1887,0,0.978
"A_Trust",0,0.2982,0,0,0,0,0,0,0,0,0.1976,0,0,0,0,0,0,0,0,0,0,0.1149,0,-0.2891,0,0,0,0,0.239,0,0,0
"C_Org",0,0,0,0,0.7422,0,0,0,0,0,0,0,0.2633,0.8076,0,0,0,0,0,0,0.401,0,-0.1241,0,0.5019,0,0,0,0,0,0,-0.5632
"C_Prdctv",0,0,0,0,0,0,0,0,0,0.2422,0,0,0,0,0,0,0.1877,0,0.6116,0,0,0,0,0.3289,-0.1807,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.2013,0,0,0,0,0,0,0,0,0,0,-0.4508,0,0,-0.4452,-0.1333,0,0,0,-0.0477,0,0.1342,0,0,0,-0.3195,0
"N_Anxty",0,0,0,0,0,0,0.3055,0,0,0,0.3411,0,0,0.48,0,0.6683,0,0,0,0,0,0,0,0,0,-0.0237,0,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2056,0,0,0,0,0,0.0536,0,0,0,0,0
"N_EmoVol",0,0,-0.2217,0,0,0,0.2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478,0,0,0.2588,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,-0.0993,0,0,0
"O_AesSens",0,0.5126,0,0,0,0,-0.9003,0,0,-0.4644,0,0,0,0,-0.4979,0,0,0,-0.2881,0,0,0,0,0,0,0,0,0,0,0.1793,0,0
"O_CrtvImag",0,0,0,0,0,0,0,0,0,0,0,0.3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2501,0,0,0,-0.0179,0.3104
"angry",0.2563,0,0,0,0,0,0,0,0.1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059
