"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216,0,0.0893,0,0,0,0,0,-0.1644,0.1349,0,0.2675,0,-0.5202,0,0.1682,0.324,0
"E_Assert",0,0,0.0616,-0.3427,0,-0.1091,0,0,0,0,0,0,-0.1692,0,0.5994,-0.3068,0,0.3537,-0.1402,-0.3325,0,-0.2267,-0.2421,0,0,0,0,-0.2139,0.6284,-0.2623,-0.2859,0
"E_EnerLev",0.189,0,0,0,0,0,0,0,0.4643,0,0,0,0,0,0,0,0,0,0.0456,0,-0.2388,-0.2287,-0.3296,0,0,0,0,0,0,-0.3098,0,0
"A_Cmpn",0,0,0,0,0.2423,0,0,0,0,0,0.1617,0,0,0,-1.0352,-0.5115,0,0,0,-0.1746,0.5171,0,0.3208,0,0,0,0,-0.7119,0,0,0,0
"A_Rspct",0,0,0,-0.0406,0,0,0,0,0,0,0,0,-0.4885,0,0,0,0,0,0,0.1325,0.0868,0,0,0,0,0,0,0,0,0,-0.6189,-0.4242
"A_Trust",0,0,0,0,0,0,0,0,0,0,-1e-04,0,0,0,0,0,0,0.2559,-0.1779,0.2371,0,0.4626,0,0,0,0,-0.1347,0,-0.2311,0,0,0
"C_Org",0,0,-0.3986,0.1055,0,-0.3479,0,0,-0.2402,0,0.3935,0,0,-0.1714,0,0,-0.1947,0.5368,0,0.3081,0,0.4203,-0.2172,-0.2268,0,0,0.1327,0,0,0,0,-0.5209
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0.1961,0,-0.2785,0,0,-0.4647,0,0,0,0,0,0,-0.1646,0.0965,0,0,0,0,0,-0.5479,0,0
"C_Rspnbl",0,0,-0.5602,0.5658,0,-0.2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5236,0,0,-0.3253,0,-0.1528,0.2411,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0.301,-0.289,0,0,0,0,0,0,-0.3107,0,0,0,0,0.3426,0.2458,0,0,0,0,0,-0.202
"N_Depr",0.3187,0,0,-0.4071,0.1474,0,0,0,0,0,0,-0.2305,0,0,0,0,-0.1472,0.1155,0.6698,-0.3696,-0.1171,-0.2019,0.5777,-0.2121,0,-0.5057,0.0472,0,0.1675,0,-0.3201,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0.4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0815,0,0,0,0
"O_IntCur",0.2737,0,0,0.7616,0,0,0,0.4442,-0.2541,0,0.783,0.352,0,0.1771,0.5909,0,0,0,-0.4968,0.1339,0,0,-0.2543,0,0,0.4014,-0.8064,0.7476,-0.0391,0,0,0.2119
"O_AesSens",0,0,-0.1873,0,0,0,0,0,0,0,0,-0.1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0776,0.1824,0
"O_CrtvImag",0,0,0,0.7117,0,0,-0.2905,0,0,0,0,0,0,0,0,0,0.239,-0.399,0,0,0.4211,0,0,0.3145,0,0,0,0,-0.3777,0,0.1266,0
"angry",0.2189,0.1918,0,0.264,0.0195,0,-0.2356,-0.0556,-0.0353,0,0,-0.05,0,-0.0303,0,0,-0.4147,0.1944,0.1758,-0.1882,0.2951,0,0.0518,-0.0098,0,-0.2776,-0.0142,0.1679,0,-0.2818,0.1014,0.7313
