"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0.243,0,0,0,-0.2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268,0,0,0,0,0,0,0,0,-0.3391,0,0,0,-0.2898
"A_Cmpn",0,0,0,0,0,0.3256,0,0.5015,0,0.1938,0,0,0,0.4805,0,0,0,0,0,0.1324,-0.2348,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361,0,0,0,0,0,0,0,0,0,0,-0.3338
"A_Trust",0,0,0,0,0,0,0.2189,0,0.5246,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0.2684,0,0,0,0,0,0,0
"C_Org",0.3202,0,0,0,0,0,0,0,0,0,0,-0.4399,0,0,0,0,0,0,0.2389,0,0,0,-0.063,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,-0.5348,0,0,0.175,0,0,0,0,0,0,-0.3057,0.3196,0,0.5215,0,0,0,-0.542,0,0,-0.2788,0,-0.5133,0,0,0,0,0.411,0
"C_Rspnbl",0,-0.3712,0,0,0,0,0,0.7551,0,0,0,0,0,-0.9622,0,0,0,0,0,0,0,0,0,0,-0.2314,0,0,-0.4546,0,0,-0.3001,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2429,0,0,0,0,0,0,0,0,0,0.2467,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.2374,0,0,0,0,0.3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584,0,0,0,0,0
"N_EmoVol",0,0,0.2813,0,0,0,0,0,0,0.3767,0,0,-0.4135,0,0,0,0,0,0,0,0,0.2832,0.2187,-0.2117,0,-0.3984,0.2923,-0.002,0,0,-0.3445,0
"O_IntCur",0,0,0.29,0,0,0,-0.2966,0,0,0.1915,-0.3429,0,0,0,0,0,0,-0.329,0,0,0,0,0,0,0,0,-0.192,0,-0.223,0,0,0
"O_AesSens",-0.3744,0,0,0,0,0,0,0,1.6889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5296,0,0
"O_CrtvImag",0.477,0,0,0,0,0,0,0,0,0,0,0,0.2028,0,0,0,0,0,0,0,0,0,0,0,0,0.1973,0,0,0,0,-0.0929,0
"angry",0,0,0,0,0,-0.3245,0,0,0,0,0.4661,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0.2743,0,0.1687,0,0,0,0,-0.1159
