"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388,-0.3471,0,0,0,0,-0.471,0,0,0,0,0,0,0,-0.2473,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2668,0,0.0871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,-0.354,0,0,0.2857,0,0,0,0,0,0,0.6853,0,0,0,-0.0484,0,-0.3409,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0.391,0,0,0,-0.4067,0,0,0,0,-0.408,0,0,0,0.3074,0,0,0,0,-0.0455,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0.5533,0,0,-0.0807,0,0,0,-0.729,0,0,0,-1e-04,0,0,0,0,0,0,0,0,0,0,0
"A_Trust",-0.6846,-0.249,-0.3828,0,-1.2169,0,-0.311,0,-0.2444,0,0,0,0,0,0,0,-0.9987,0,0,0,0,-0.1447,0,0,0,0,0,0,0,0,0,0
"C_Org",0,0,-0.6393,0,-0.9887,-0.5727,0,-0.0069,0,1.3021,0,0.6826,-1.1918,0,0.7853,0,-1.2692,0,0,0,0,0,0.1272,0,0,0,0,0,0,0,0,1.229
"C_Prdctv",0,0,0,0,0,0,0.2587,0,0,0,-0.6634,0,0,0,0,0.3034,0,0,0,0,0,0,0,0.0407,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,-0.1727,0,0,-0.3888,0,0,0,0,0,0,0,0,0,0,0.0552,0,0,0,0,0,0,0
"N_Anxty",0,0,0.6972,-0.2592,0,0.7296,0,0,0,0,0,0,0,0,0,0,0,0,0.4197,0,0.3899,0,-0.3484,0,0,0.3935,0,0,0,0,0,-0.2882
"N_Depr",0,0,0,0,0,0,0,0,0,0.2538,0,-0.462,0,-0.5223,0,0,0,0,0,0,0,0,0,0,0,0,-0.5452,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,-0.3534,0.5692,0,0.5958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1961,0,0,0,0
"O_IntCur",0,0,-0.0865,0,0,0,0.6047,0,0,0.1851,0,0.1143,0,0,0,0.2139,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0.4251
"O_AesSens",0,0,-0.7042,0,0,0,0,0,0,0,0,0,0.3458,0,-0.3973,0,0,0,0,0.3643,0,0,0,0,0,0,0,0,0,-0.4617,-0.3704,0
"O_CrtvImag",0,-0.5773,0,0,0,0.4728,0,0,0,0,0,-0.6048,0,0.5158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115,0
"angry",0.3993,0,0,0,0,-0.1716,0,0,0,0,0.3145,0,0,0,0,0,0,0,0,0.2528,0.4892,0,0,0,0,0,0,0,0,0,0,0.3104
