"","E_Scblty","E_Assert","E_EnerLev","A_Cmpn","A_Rspct","A_Trust","C_Org","C_Prdctv","C_Rspnbl","N_Anxty","N_Depr","N_EmoVol","O_IntCur","O_AesSens","O_CrtvImag","angry","E_Scbltylag","E_Assertlag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","A_Trustlag","C_Orglag","C_Prdctvlag","C_Rspnbllag","N_Anxtylag","N_Deprlag","N_EmoVollag","O_IntCurlag","O_AesSenslag","O_CrtvImaglag","angrylag"
"E_Scblty",0,0,0,0,0,0,0,0.3873,0,0,0,0.1979,0,0,0,0,0.2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_Assert",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0,0,0,0,0,-0.2229,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0.1973,0,0,0,0.1766,0,0,0,0,0,0,0,0,0,0.0365,0.2469,0,0,0,0,0,0,0,0.3724,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,0,0,0,-0.212,0,0,0,0,0,0,0
"A_Trust",0,0,0,0,0.236,0,-0.2017,0,0,0,0,-0.3213,0,0,0,0,0,0,0,0,0,0.1421,0,0,0,0,0,0,0,0,0,0
"C_Org",0,-0.1627,0,0,0.2135,0,0,0,0,0,0,-0.3277,0,0,0,0,0,0,0,0,0,0,0.2489,0,0,0,0.2695,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0.7799,0,0,0,0,0,0,0,-0.3215,0,0,0,0,0,0,-0.2223,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0.3003,0,0,0,0,0,-0.5525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2969,0.0236,0,0,0,0,0,0,-0.6223
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3214,0,0,0,0,-0.361,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268,0,0,0,0,0
"N_EmoVol",0,-0.2081,0,0.216,0,0,0,0,0,0,0,0,0,-0.1977,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2179,0,0,-0.2751,0
"O_IntCur",0,0,0,0,0,0,0,0,0,0,0,-0.2886,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2469,0,0,0.2417,0,0,-0.2393
"O_AesSens",0,0,0,0,0.3465,0,0,0.282,0,0,0,0,0,0,0,0.7762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1843,0,0
"O_CrtvImag",0,0.1854,0,0,0,0,0,0,0,0,0.2485,0,0,0.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1349,0
"angry",0,0,0.1934,0,0,0,0,0,0,0,0,0,-0.3197,-0.8128,0,0,0,0,0,-0.3681,0,0,0,0,0,0,0,0.6114,0,0,0,-0.0888
